CMN,sesso,cittadinanza,anno,valore
42035,T,S,2018,605
42035,T,S,2019,530
42035,T,S,2020,487
42035,T,T,2018,6653
42035,T,T,2019,6543
42035,T,T,2020,6464
42036,F,I,2018,1562
42036,F,I,2019,1543
42036,F,I,2020,1512
42036,F,S,2018,88
42036,F,S,2019,73
42036,F,S,2020,72
42036,F,T,2018,1650
42036,F,T,2019,1616
42036,F,T,2020,1584
42036,M,I,2018,1504
42036,M,I,2019,1512
42036,M,I,2020,1478
42036,M,S,2018,109
42036,M,S,2019,85
42036,M,S,2020,63
42036,M,T,2018,1613
42036,M,T,2019,1597
42036,M,T,2020,1541
42036,T,I,2018,3066
42036,T,I,2019,3055
42036,T,I,2020,2990
42036,T,S,2018,197
42036,T,S,2019,158
42036,T,S,2020,135
42036,T,T,2018,3263
42036,T,T,2019,3213
42036,T,T,2020,3125
42037,F,I,2018,314
42037,F,I,2019,307
42037,F,I,2020,302
42037,F,S,2018,24
42037,F,S,2019,23
42037,F,S,2020,23
42037,F,T,2018,338
42037,F,T,2019,330
42037,F,T,2020,325
42037,M,I,2018,319
42037,M,I,2019,310
42037,M,I,2020,302
42037,M,S,2018,12
42037,M,S,2019,17
42037,M,S,2020,21
42037,M,T,2018,331
42037,M,T,2019,327
42037,M,T,2020,323
42037,T,I,2018,633
42037,T,I,2019,617
42037,T,I,2020,604
42037,T,S,2018,36
42037,T,S,2019,40
42037,T,S,2020,44
42037,T,T,2018,669
42037,T,T,2019,657
42037,T,T,2020,648
42038,F,I,2018,2211
42038,F,I,2019,2235
42038,F,I,2020,2223
42038,F,S,2018,73
42038,F,S,2019,71
42038,F,S,2020,73
42038,F,T,2018,2284
42038,F,T,2019,2306
42038,F,T,2020,2296
42038,M,I,2018,2245
42038,M,I,2019,2264
42038,M,I,2020,2238
42038,M,S,2018,39
42038,M,S,2019,55
42038,M,S,2020,50
42038,M,T,2018,2284
42038,M,T,2019,2319
42038,M,T,2020,2288
42038,T,I,2018,4456
42038,T,I,2019,4499
42038,T,I,2020,4461
42038,T,S,2018,112
42038,T,S,2019,126
42038,T,S,2020,123
42038,T,T,2018,4568
42038,T,T,2019,4625
42038,T,T,2020,4584
42040,F,I,2018,874
42040,F,I,2019,872
42040,F,I,2020,856
42040,F,S,2018,114
42040,F,S,2019,111
42040,F,S,2020,97
42040,F,T,2018,988
42040,F,T,2019,983
42040,F,T,2020,953
42040,M,I,2018,869
42040,M,I,2019,873
42040,M,I,2020,867
42040,M,S,2018,65
42040,M,S,2019,76
42040,M,S,2020,70
42040,M,T,2018,934
42040,M,T,2019,949
42040,M,T,2020,937
42040,T,I,2018,1743
42040,T,I,2019,1745
42040,T,I,2020,1723
42040,T,S,2018,179
42040,T,S,2019,187
42040,T,S,2020,167
42040,T,T,2018,1922
42040,T,T,2019,1932
42040,T,T,2020,1890
42041,F,I,2018,959
42041,F,I,2019,972
42041,F,I,2020,958
42041,F,S,2018,46
42041,F,S,2019,45
42041,F,S,2020,47
42041,F,T,2018,1005
42041,F,T,2019,1017
42041,F,T,2020,1005
42041,M,I,2018,952
42041,M,I,2019,949
42041,M,I,2020,946
42041,M,S,2018,33
42041,M,S,2019,34
42041,M,S,2020,32
42041,M,T,2018,985
42041,M,T,2019,983
42041,M,T,2020,978
42041,T,I,2018,1911
42041,T,I,2019,1921
42041,T,I,2020,1904
42041,T,S,2018,79
42041,T,S,2019,79
42041,T,S,2020,79
42041,T,T,2018,1990
42041,T,T,2019,2000
42041,T,T,2020,1983
42042,F,I,2018,413
42042,F,I,2019,408
42042,F,I,2020,410
42042,F,S,2018,64
42042,F,S,2019,67
42042,F,S,2020,67
42042,F,T,2018,477
42042,F,T,2019,475
42042,F,T,2020,477
42042,M,I,2018,381
42042,M,I,2019,386
42042,M,I,2020,388
42042,M,S,2018,56
42042,M,S,2019,55
42042,M,S,2020,55
42042,M,T,2018,437
42042,M,T,2019,441
42042,M,T,2020,443
42042,T,I,2018,794
42042,T,I,2019,794
42042,T,I,2020,798
42042,T,S,2018,120
42042,T,S,2019,122
42042,T,S,2020,122
42042,T,T,2018,914
42042,T,T,2019,916
42042,T,T,2020,920
42043,F,I,2018,1929
42043,F,I,2019,1930
42043,F,I,2020,1900
42043,F,S,2018,177
42043,F,S,2019,176
42043,F,S,2020,163
42043,F,T,2018,2106
42043,F,T,2019,2106
42043,F,T,2020,2063
42043,M,I,2018,1884
42043,M,I,2019,1873
42043,M,I,2020,1834
42043,M,S,2018,138
42043,M,S,2019,151
42043,M,S,2020,151
42043,M,T,2018,2022
42043,M,T,2019,2024
42043,M,T,2020,1985
42043,T,I,2018,3813
42043,T,I,2019,3803
42043,T,I,2020,3734
42043,T,S,2018,315
42043,T,S,2019,327
42043,T,S,2020,314
42043,T,T,2018,4128
42043,T,T,2019,4130
42043,T,T,2020,4048
42044,F,I,2018,3261
42044,F,I,2019,3232
42044,F,I,2020,3188
42044,F,S,2018,382
42044,F,S,2019,360
42044,F,S,2020,337
42044,F,T,2018,3643
42044,F,T,2019,3592
42044,F,T,2020,3525
42044,M,I,2018,3204
42044,M,I,2019,3180
42044,M,I,2020,3121
42044,M,S,2018,247
42044,M,S,2019,241
42044,M,S,2020,230
42044,M,T,2018,3451
42044,M,T,2019,3421
42044,M,T,2020,3351
42044,T,I,2018,6465
42044,T,I,2019,6412
42044,T,I,2020,6309
42044,T,S,2018,629
42044,T,S,2019,601
42044,T,S,2020,567
42044,T,T,2018,7094
42044,T,T,2019,7013
42044,T,T,2020,6876
42045,F,I,2018,21420
42045,F,I,2019,21362
42045,F,I,2020,21424
42045,F,S,2018,1725
42045,F,S,2019,1704
42045,F,S,2020,1626
42045,F,T,2018,23145
42045,F,T,2019,23066
42045,F,T,2020,23050
42045,M,I,2018,19949
42045,M,I,2019,19975
42045,M,I,2020,20014
42045,M,S,2018,1319
42045,M,S,2019,1289
42045,M,S,2020,1259
42045,M,T,2018,21268
42045,M,T,2019,21264
42045,M,T,2020,21273
42045,T,I,2018,41369
42045,T,I,2019,41337
42045,T,I,2020,41438
42045,T,S,2018,3044
42045,T,S,2019,2993
42045,T,S,2020,2885
42045,T,T,2018,44413
42045,T,T,2019,44330
42045,T,T,2020,44323
42046,F,I,2018,1675
42046,F,I,2019,1663
42046,F,I,2020,1644
42046,F,S,2018,199
42046,F,S,2019,204
42046,F,S,2020,195
42046,F,T,2018,1874
42046,F,T,2019,1867
42046,F,T,2020,1839
42046,M,I,2018,1663
42046,M,I,2019,1650
42046,M,I,2020,1615
42046,M,S,2018,185
42046,M,S,2019,198
42046,M,S,2020,196
42046,M,T,2018,1848
42046,M,T,2019,1848
42046,M,T,2020,1811
42046,T,I,2018,3338
42046,T,I,2019,3313
42046,T,I,2020,3259
42046,T,S,2018,384
42046,T,S,2019,402
42046,T,S,2020,391
42046,T,T,2018,3722
42046,T,T,2019,3715
42046,T,T,2020,3650
42047,F,I,2018,1337
42047,F,I,2019,1302
42047,F,I,2020,1274
42047,F,S,2018,114
42047,F,S,2019,106
42047,F,S,2020,100
42047,F,T,2018,1451
42047,F,T,2019,1408
42047,F,T,2020,1374
42047,M,I,2018,1196
42047,M,I,2019,1174
42047,M,I,2020,1145
42047,M,S,2018,91
42047,M,S,2019,78
42047,M,S,2020,77
42047,M,T,2018,1287
42047,M,T,2019,1252
42047,M,T,2020,1222
42047,T,I,2018,2533
42047,T,I,2019,2476
42047,T,I,2020,2419
42047,T,S,2018,205
42047,T,S,2019,184
42047,T,S,2020,177
42047,T,T,2018,2738
42047,T,T,2019,2660
42047,T,T,2020,2596
42048,F,I,2018,1970
42048,F,I,2019,1991
42048,F,I,2020,1987
42048,F,S,2018,135
42048,F,S,2019,133
42048,F,S,2020,125
42048,F,T,2018,2105
42048,F,T,2019,2124
42048,F,T,2020,2112
42048,M,I,2018,1869
42048,M,I,2019,1883
42048,M,I,2020,1878
42048,M,S,2018,66
42048,M,S,2019,75
42048,M,S,2020,79
42048,M,T,2018,1935
42048,M,T,2019,1958
42048,M,T,2020,1957
42048,T,I,2018,3839
42048,T,I,2019,3874
42048,T,I,2020,3865
42048,T,S,2018,201
42048,T,S,2019,208
42048,T,S,2020,204
42048,T,T,2018,4040
42048,T,T,2019,4082
42048,T,T,2020,4069
42049,F,I,2018,988
42049,F,I,2019,976
42049,F,I,2020,941
42049,F,S,2018,127
42049,F,S,2019,136
42049,F,S,2020,122
42049,F,T,2018,1115
42049,F,T,2019,1112
42049,F,T,2020,1063
42049,M,I,2018,965
42049,M,I,2019,961
42049,M,I,2020,946
42049,M,S,2018,99
42049,M,S,2019,101
42049,M,S,2020,103
42049,M,T,2018,1064
42049,M,T,2019,1062
42049,M,T,2020,1049
42049,T,I,2018,1953
42049,T,I,2019,1937
42049,T,I,2020,1887
42049,T,S,2018,226
42049,T,S,2019,237
42049,T,S,2020,225
42049,T,T,2018,2179
42049,T,T,2019,2174
42049,T,T,2020,2112
42050,F,I,2018,3396
42050,F,I,2019,3377
42050,F,I,2020,3320
42050,F,S,2018,413
42050,F,S,2019,418
42050,F,S,2020,400
42050,F,T,2018,3809
42050,F,T,2019,3795
42050,F,T,2020,3720
42050,M,I,2018,3448
42050,M,I,2019,3415
42050,M,I,2020,3375
42050,M,S,2018,356
42050,M,S,2019,355
42050,M,S,2020,372
42050,M,T,2018,3804
42050,M,T,2019,3770
42050,M,T,2020,3747
42050,T,I,2018,6844
42050,T,I,2019,6792
42050,T,I,2020,6695
42050,T,S,2018,769
42050,T,S,2019,773
42050,T,S,2020,772
42050,T,T,2018,7613
42050,T,T,2019,7565
42050,T,T,2020,7467
43002,F,I,2018,1057
43002,F,I,2019,1032
43002,F,I,2020,993
43002,F,S,2018,90
43002,F,S,2019,76
43002,F,S,2020,74
43002,F,T,2018,1147
43002,F,T,2019,1108
43002,F,T,2020,1067
43002,M,I,2018,983
43002,M,I,2019,967
43002,M,I,2020,956
43002,M,S,2018,69
43002,M,S,2019,54
43002,M,S,2020,50
43002,M,T,2018,1052
43002,M,T,2019,1021
43002,M,T,2020,1006
43002,T,I,2018,2040
43002,T,I,2019,1999
43002,T,I,2020,1949
43002,T,S,2018,159
43002,T,S,2019,130
43002,T,S,2020,124
43002,T,T,2018,2199
43002,T,T,2019,2129
43002,T,T,2020,2073
43003,F,I,2018,1960
43003,F,I,2019,1941
43003,F,I,2020,1909
43003,F,S,2018,181
43003,F,S,2019,190
43003,F,S,2020,195
43003,F,T,2018,2141
43003,F,T,2019,2131
43003,F,T,2020,2104
43003,M,I,2018,1853
43003,M,I,2019,1833
43003,M,I,2020,1796
43003,M,S,2018,153
43003,M,S,2019,155
43003,M,S,2020,165
43003,M,T,2018,2006
43003,M,T,2019,1988
43003,M,T,2020,1961
43003,T,I,2018,3813
43003,T,I,2019,3774
43003,T,I,2020,3705
43003,T,S,2018,334
43003,T,S,2019,345
43003,T,S,2020,360
43003,T,T,2018,4147
43003,T,T,2019,4119
43003,T,T,2020,4065
43004,F,I,2018,860
43004,F,I,2019,836
43004,F,I,2020,849
43004,F,S,2018,83
43004,F,S,2019,81
43004,F,S,2020,77
43004,F,T,2018,943
43004,F,T,2019,917
43004,F,T,2020,926
43004,M,I,2018,859
43004,M,I,2019,835
43004,M,I,2020,841
43004,M,S,2018,67
43004,M,S,2019,69
43004,M,S,2020,60
43004,M,T,2018,926
43004,M,T,2019,904
43004,M,T,2020,901
43004,T,I,2018,1719
43004,T,I,2019,1671
43004,T,I,2020,1690
43004,T,S,2018,150
43004,T,S,2019,150
43004,T,S,2020,137
43004,T,T,2018,1869
43004,T,T,2019,1821
43004,T,T,2020,1827
43005,F,I,2018,63
43005,F,I,2019,65
43005,F,I,2020,67
43005,F,S,2018,2
43005,F,S,2019,2
43005,F,S,2020,2
43005,F,T,2018,65
43005,F,T,2019,67
43005,F,T,2020,69
43005,M,I,2018,76
43005,M,I,2019,75
43005,M,I,2020,83
43005,M,S,2018,1
43005,M,S,2019,1
43005,M,S,2020,1
43005,M,T,2018,77
43005,M,T,2019,76
43005,M,T,2020,84
43005,T,I,2018,139
43005,T,I,2019,140
43005,T,I,2020,150
43005,T,S,2018,3
43005,T,S,2019,3
43005,T,S,2020,3
43005,T,T,2018,142
43005,T,T,2019,143
43005,T,T,2020,153
43006,F,I,2018,800
43006,F,I,2019,803
43006,F,I,2020,787
43006,F,S,2018,65
43006,F,S,2019,71
43006,F,S,2020,73
43006,F,T,2018,865
43006,F,T,2019,874
43006,F,T,2020,860
43006,M,I,2018,785
43006,M,I,2019,781
43006,M,I,2020,774
43006,M,S,2018,45
43006,M,S,2019,50
43006,M,S,2020,50
43006,M,T,2018,830
43006,M,T,2019,831
43006,M,T,2020,824
43006,T,I,2018,1585
43006,T,I,2019,1584
43006,T,I,2020,1561
43006,T,S,2018,110
43006,T,S,2019,121
43006,T,S,2020,123
43006,T,T,2018,1695
43006,T,T,2019,1705
43006,T,T,2020,1684
43007,F,I,2018,3107
43007,F,I,2019,3060
43007,F,I,2020,2956
43007,F,S,2018,378
43007,F,S,2019,345
43007,F,S,2020,283
43007,F,T,2018,3485
43007,F,T,2019,3405
43007,F,T,2020,3239
43007,M,I,2018,2874
43007,M,I,2019,2825
43007,M,I,2020,2747
43007,M,S,2018,498
43007,M,S,2019,462
43007,M,S,2020,326
43007,M,T,2018,3372
43007,M,T,2019,3287
43007,M,T,2020,3073
43007,T,I,2018,5981
43007,T,I,2019,5885
43007,T,I,2020,5703
43007,T,S,2018,876
43007,T,S,2019,807
43007,T,S,2020,609
43007,T,T,2018,6857
43007,T,T,2019,6692
43007,T,T,2020,6312
43008,F,I,2018,246
43008,F,I,2019,249
43008,F,I,2020,246
43008,F,S,2018,32
43008,F,S,2019,28
43008,F,S,2020,27
43008,F,T,2018,278
43008,F,T,2019,277
43008,F,T,2020,273
43008,M,I,2018,218
43008,M,I,2019,217
43008,M,I,2020,222
43008,M,S,2018,28
43008,M,S,2019,21
43008,M,S,2020,16
43008,M,T,2018,246
43008,M,T,2019,238
43008,M,T,2020,238
43008,T,I,2018,464
43008,T,I,2019,466
43008,T,I,2020,468
43008,T,S,2018,60
43008,T,S,2019,49
43008,T,S,2020,43
43008,T,T,2018,524
43008,T,T,2019,515
43008,T,T,2020,511
43009,F,I,2018,2056
43009,F,I,2019,2051
43009,F,I,2020,2035
43009,F,S,2018,221
43009,F,S,2019,230
43009,F,S,2020,215
43009,F,T,2018,2277
43009,F,T,2019,2281
43009,F,T,2020,2250
43009,M,I,2018,2003
43009,M,I,2019,1999
43009,M,I,2020,1964
43009,M,S,2018,166
43009,M,S,2019,162
43009,M,S,2020,150
43009,M,T,2018,2169
43009,M,T,2019,2161
43009,M,T,2020,2114
43009,T,I,2018,4059
43009,T,I,2019,4050
43009,T,I,2020,3999
43009,T,S,2018,387
43009,T,S,2019,392
43009,T,S,2020,365
43009,T,T,2018,4446
43009,T,T,2019,4442
43009,T,T,2020,4364
43010,F,I,2018,113
43010,F,I,2019,110
43010,F,I,2020,108
43010,F,S,2018,4
43010,F,S,2019,4
43010,F,S,2020,2
43010,F,T,2018,117
43010,F,T,2019,114
43010,F,T,2020,110
43010,M,I,2018,128
43010,M,I,2019,127
43010,M,I,2020,124
43010,M,S,2018,7
43010,M,S,2019,7
43010,M,S,2020,7
43010,M,T,2018,135
43010,M,T,2019,134
43010,M,T,2020,131
43010,T,I,2018,241
43010,T,I,2019,237
43010,T,I,2020,232
43010,T,S,2018,11
43010,T,S,2019,11
43010,T,S,2020,9
43010,T,T,2018,252
43010,T,T,2019,248
43010,T,T,2020,241
43011,F,I,2018,222
43011,F,I,2019,211
43011,F,I,2020,210
43011,F,S,2018,32
43011,F,S,2019,30
43011,F,S,2020,28
43011,F,T,2018,254
43011,F,T,2019,241
43011,F,T,2020,238
43011,M,I,2018,211
43011,M,I,2019,203
43011,M,I,2020,192
43011,M,S,2018,16
43011,M,S,2019,13
43011,M,S,2020,13
43011,M,T,2018,227
43011,M,T,2019,216
43011,M,T,2020,205
43011,T,I,2018,433
43011,T,I,2019,414
43011,T,I,2020,402
43011,T,S,2018,48
43011,T,S,2019,43
43011,T,S,2020,41
43011,T,T,2018,481
43011,T,T,2019,457
43011,T,T,2020,443
43012,F,I,2018,4705
43012,F,I,2019,4629
43012,F,I,2020,4578
43012,F,S,2018,460
43012,F,S,2019,452
43012,F,S,2020,439
43012,F,T,2018,5165
43012,F,T,2019,5081
43012,F,T,2020,5017
43012,M,I,2018,4519
43012,M,I,2019,4478
43012,M,I,2020,4425
43012,M,S,2018,355
43012,M,S,2019,353
43012,M,S,2020,355
43012,M,T,2018,4874
43012,M,T,2019,4831
43012,M,T,2020,4780
43012,T,I,2018,9224
43012,T,I,2019,9107
43012,T,I,2020,9003
43012,T,S,2018,815
43012,T,S,2019,805
43012,T,S,2020,794
43012,T,T,2018,10039
43012,T,T,2019,9912
43012,T,T,2020,9797
43013,F,I,2018,19719
43013,F,I,2019,19762
43013,F,I,2020,19644
43013,F,S,2018,2287
43013,F,S,2019,2283
43013,F,S,2020,2260
43013,F,T,2018,22006
43013,F,T,2019,22045
43013,F,T,2020,21904
43013,M,I,2018,18269
43013,M,I,2019,18267
43013,M,I,2020,18075
43013,M,S,2018,1842
43013,M,S,2019,1855
43013,M,S,2020,1915
43013,M,T,2018,20111
43013,M,T,2019,20122
43013,M,T,2020,19990
43013,T,I,2018,37988
43013,T,I,2019,38029
43013,T,I,2020,37719
43013,T,S,2018,4129
43013,T,S,2019,4138
43013,T,S,2020,4175
43013,T,T,2018,42117
43013,T,T,2019,42167
43013,T,T,2020,41894
43014,F,I,2018,561
43014,F,I,2019,577
43014,F,I,2020,565
43014,F,S,2018,50
43014,F,S,2019,49
43014,F,S,2020,43
43014,F,T,2018,611
43014,F,T,2019,626
43014,F,T,2020,608
43014,M,I,2018,571
43014,M,I,2019,562
43014,M,I,2020,550
43014,M,S,2018,35
43014,M,S,2019,34
43014,M,S,2020,32
43014,M,T,2018,606
43014,M,T,2019,596
43014,M,T,2020,582
43014,T,I,2018,1132
43014,T,I,2019,1139
43014,T,I,2020,1115
43014,T,S,2018,85
43014,T,S,2019,83
43014,T,S,2020,75
43014,T,T,2018,1217
43014,T,T,2019,1222
43014,T,T,2020,1190
43015,F,I,2018,7019
43015,F,I,2019,6971
43015,F,I,2020,6869
43015,F,S,2018,765
43015,F,S,2019,785
43015,F,S,2020,739
43015,F,T,2018,7784
43015,F,T,2019,7756
43015,F,T,2020,7608
43015,M,I,2018,6783
43015,M,I,2019,6742
43015,M,I,2020,6661
43015,M,S,2018,690
43015,M,S,2019,698
43015,M,S,2020,672
43015,M,T,2018,7473
43015,M,T,2019,7440
43015,M,T,2020,7333
43015,T,I,2018,13802
43015,T,I,2019,13713
43015,T,I,2020,13530
43015,T,S,2018,1455
43015,T,S,2019,1483
43015,T,S,2020,1411
43015,T,T,2018,15257
43015,T,T,2019,15196
43015,T,T,2020,14941
43016,F,I,2018,966
43016,F,I,2019,951
43016,F,I,2020,943
43016,F,S,2018,75
43016,F,S,2019,71
43016,F,S,2020,72
43016,F,T,2018,1041
43016,F,T,2019,1022
43016,F,T,2020,1015
43016,M,I,2018,878
43016,M,I,2019,863
43016,M,I,2020,846
43016,M,S,2018,49
43016,M,S,2019,49
43016,M,S,2020,56
43016,M,T,2018,927
43016,M,T,2019,912
43016,M,T,2020,902
43016,T,I,2018,1844
43016,T,I,2019,1814
43016,T,I,2020,1789
43016,T,S,2018,124
43016,T,S,2019,120
43016,T,S,2020,128
43016,T,T,2018,1968
43016,T,T,2019,1934
43016,T,T,2020,1917
43017,F,I,2018,286
43017,F,I,2019,278
43017,F,I,2020,275
43017,F,S,2018,36
43017,F,S,2019,33
43017,F,S,2020,33
43017,F,T,2018,322
43017,F,T,2019,311
43017,F,T,2020,308
43017,M,I,2018,325
43017,M,I,2019,316
43017,M,I,2020,313
43017,M,S,2018,18
43017,M,S,2019,19
43017,M,S,2020,21
43017,M,T,2018,343
43017,M,T,2019,335
43017,M,T,2020,334
43017,T,I,2018,611
43017,T,I,2019,594
43017,T,I,2020,588
43017,T,S,2018,54
43017,T,S,2019,52
43017,T,S,2020,54
43017,T,T,2018,665
43017,T,T,2019,646
43017,T,T,2020,642
43019,F,I,2018,612
43019,F,I,2019,599
43019,F,I,2020,587
43019,F,S,2018,64
43019,F,S,2019,70
43019,F,S,2020,71
43019,F,T,2018,676
43019,F,T,2019,669
43019,F,T,2020,658
43019,M,I,2018,600
43019,M,I,2019,597
43019,M,I,2020,591
43019,M,S,2018,36
43019,M,S,2019,45
43019,M,S,2020,39
43019,M,T,2018,636
43019,M,T,2019,642
43019,M,T,2020,630
43019,T,I,2018,1212
43019,T,I,2019,1196
43019,T,I,2020,1178
43019,T,S,2018,100
43019,T,S,2019,115
43019,T,S,2020,110
43019,T,T,2018,1312
43019,T,T,2019,1311
43019,T,T,2020,1288
43020,F,I,2018,280
43020,F,I,2019,264
43020,F,I,2020,249
43020,F,S,2018,17
43020,F,S,2019,18
43020,F,S,2020,13
43020,F,T,2018,297
43020,F,T,2019,282
43020,F,T,2020,262
43020,M,I,2018,286
43020,M,I,2019,279
43020,M,I,2020,262
43020,M,S,2018,24
43020,M,S,2019,24
43020,M,S,2020,14
43020,M,T,2018,310
43020,M,T,2019,303
43020,M,T,2020,276
43020,T,I,2018,566
43020,T,I,2019,543
43020,T,I,2020,511
43020,T,S,2018,41
43020,T,S,2019,42
43020,T,S,2020,27
43020,T,T,2018,607
43020,T,T,2019,585
43020,T,T,2020,538
43021,F,I,2018,346
43021,F,I,2019,344
43021,F,I,2020,335
43021,F,S,2018,40
43021,F,S,2019,43
43021,F,S,2020,44
43021,F,T,2018,386
43021,F,T,2019,387
43021,F,T,2020,379
43021,M,I,2018,339
43021,M,I,2019,331
43021,M,I,2020,326
43021,M,S,2018,35
43021,M,S,2019,32
43021,M,S,2020,31
43021,M,T,2018,374
43021,M,T,2019,363
43021,M,T,2020,357
43021,T,I,2018,685
43021,T,I,2019,675
43021,T,I,2020,661
43021,T,S,2018,75
43021,T,S,2019,75
43021,T,S,2020,75
43021,T,T,2018,760
43021,T,T,2019,750
43021,T,T,2020,736
43022,F,I,2018,1090
43022,F,I,2019,1080
43022,F,I,2020,1026
43022,F,S,2018,114
43022,F,S,2019,107
43022,F,S,2020,111
43022,F,T,2018,1204
43022,F,T,2019,1187
43022,F,T,2020,1137
43022,M,I,2018,1001
43022,M,I,2019,974
43022,M,I,2020,949
43022,M,S,2018,110
43022,M,S,2019,116
43022,M,S,2020,117
43022,M,T,2018,1111
43022,M,T,2019,1090
43022,M,T,2020,1066
43022,T,I,2018,2091
43022,T,I,2019,2054
43022,T,I,2020,1975
43022,T,S,2018,224
43022,T,S,2019,223
43022,T,S,2020,228
43022,T,T,2018,2315
43022,T,T,2019,2277
43022,T,T,2020,2203
43023,F,I,2018,19456
43023,F,I,2019,19327
43023,F,I,2020,19106
43023,F,S,2018,2269
43023,F,S,2019,2193
43023,F,S,2020,2413
43023,F,T,2018,21725
43023,F,T,2019,21520
43023,F,T,2020,21519
43023,M,I,2018,17627
43023,M,I,2019,17508
43023,M,I,2020,17350
43023,M,S,2018,1988
43023,M,S,2019,2019
43023,M,S,2020,2210
43023,M,T,2018,19615
43023,M,T,2019,19527
43023,M,T,2020,19560
43023,T,I,2018,37083
43023,T,I,2019,36835
43023,T,I,2020,36456
43023,T,S,2018,4257
43023,T,S,2019,4212
43023,T,S,2020,4623
43023,T,T,2018,41340
43023,T,T,2019,41047
43023,T,T,2020,41079
43024,F,I,2018,4600
43024,F,I,2019,4555
43024,F,I,2020,4499
43024,F,S,2018,356
43024,F,S,2019,362
43024,F,S,2020,351
43024,F,T,2018,4956
43024,F,T,2019,4917
43024,F,T,2020,4850
43024,M,I,2018,4426
43024,M,I,2019,4372
43024,M,I,2020,4281
43024,M,S,2018,235
43024,M,S,2019,249
43024,M,S,2020,233
43024,M,T,2018,4661
43024,M,T,2019,4621
43024,M,T,2020,4514
43024,T,I,2018,9026
43024,T,I,2019,8927
43024,T,I,2020,8780
43024,T,S,2018,591
43024,T,S,2019,611
43024,T,S,2020,584
43024,T,T,2018,9617
43024,T,T,2019,9538
43024,T,T,2020,9364
43025,F,I,2018,2112
43025,F,I,2019,2071
43025,F,I,2020,2031
43025,F,S,2018,214
43025,F,S,2019,218
43025,F,S,2020,226
43025,F,T,2018,2326
43025,F,T,2019,2289
43025,F,T,2020,2257
43025,M,I,2018,2058
43025,M,I,2019,2014
43025,M,I,2020,1946
43025,M,S,2018,202
43025,M,S,2019,194
43025,M,S,2020,204
43025,M,T,2018,2260
43025,M,T,2019,2208
43025,M,T,2020,2150
43025,T,I,2018,4170
43025,T,I,2019,4085
43025,T,I,2020,3977
43025,T,S,2018,416
43025,T,S,2019,412
43025,T,S,2020,430
43025,T,T,2018,4586
43025,T,T,2019,4497
43025,T,T,2020,4407
43026,F,I,2018,3322
43026,F,I,2019,3267
43026,F,I,2020,3228
43026,F,S,2018,279
43026,F,S,2019,278
43026,F,S,2020,282
43026,F,T,2018,3601
43026,F,T,2019,3545
43026,F,T,2020,3510
43026,M,I,2018,3233
43026,M,I,2019,3196
43026,M,I,2020,3170
43026,M,S,2018,245
43026,M,S,2019,241
43026,M,S,2020,281
43026,M,T,2018,3478
43026,M,T,2019,3437
43026,M,T,2020,3451
43026,T,I,2018,6555
43026,T,I,2019,6463
43026,T,I,2020,6398
43026,T,S,2018,524
43026,T,S,2019,519
43026,T,S,2020,563
43026,T,T,2018,7079
43026,T,T,2019,6982
43026,T,T,2020,6961
43027,F,I,2018,55
43027,F,I,2019,49
43027,F,I,2020,48
43027,F,S,2018,4
43027,F,S,2019,5
43027,F,S,2020,5
43027,F,T,2018,59
43027,F,T,2019,54
43027,F,T,2020,53
43027,M,I,2018,55
43027,M,I,2019,50
43027,M,I,2020,46
43027,M,S,2018,8
43027,M,S,2019,7
43027,M,S,2020,9
43027,M,T,2018,63
43027,M,T,2019,57
43027,M,T,2020,55
43027,T,I,2018,110
43027,T,I,2019,99
43027,T,I,2020,94
43027,T,S,2018,12
43027,T,S,2019,12
43027,T,S,2020,14
43027,T,T,2018,122
43027,T,T,2019,111
43027,T,T,2020,108
43028,F,I,2018,3406
43028,F,I,2019,3434
43028,F,I,2020,3441
43028,F,S,2018,261
43028,F,S,2019,274
43028,F,S,2020,293
43028,F,T,2018,3667
43028,F,T,2019,3708
43028,F,T,2020,3734
43028,M,I,2018,3349
43028,M,I,2019,3381
43028,M,I,2020,3389
43028,M,S,2018,213
43028,M,S,2019,234
43028,M,S,2020,261
43028,M,T,2018,3562
43028,M,T,2019,3615
43028,M,T,2020,3650
43028,T,I,2018,6755
43028,T,I,2019,6815
43028,T,I,2020,6830
43028,T,S,2018,474
43028,T,S,2019,508
43028,T,S,2020,554
43028,T,T,2018,7229
43028,T,T,2019,7323
43028,T,T,2020,7384
43029,F,I,2018,1560
43029,F,I,2019,1560
43029,F,I,2020,1536
43029,F,S,2018,168
43029,F,S,2019,163
43029,F,S,2020,140
43029,F,T,2018,1728
43029,F,T,2019,1723
43029,F,T,2020,1676
43029,M,I,2018,1562
43029,M,I,2019,1565
43029,M,I,2020,1536
43029,M,S,2018,119
43029,M,S,2019,120
43029,M,S,2020,103
43029,M,T,2018,1681
43029,M,T,2019,1685
43029,M,T,2020,1639
43029,T,I,2018,3122
43029,T,I,2019,3125
43029,T,I,2020,3072
43029,T,S,2018,287
43029,T,S,2019,283
43029,T,S,2020,243
43029,T,T,2018,3409
43029,T,T,2019,3408
43029,T,T,2020,3315
43030,F,I,2018,1612
43030,F,I,2019,1595
43030,F,I,2020,1598
43030,F,S,2018,170
43030,F,S,2019,154
43030,F,S,2020,134
43030,F,T,2018,1782
43030,F,T,2019,1749
43030,F,T,2020,1732
