CMN,anziani,fam,istr_sup,maschi,minori,occ,pop,stran
80055,838,1990,322,2394,828,1776,4897,149
80056,509,1038,193,1014,222,595,2097,98
80057,2690,7415,2099,8631,3157,5888,17842,621
80058,133,295,26,248,71,148,504,15
80059,261,565,54,503,120,259,1044,19
80060,372,1271,58,1882,1014,1322,3736,10
80061,1329,3850,673,4836,1833,3307,9988,416
80062,230,481,65,523,188,341,1086,66
80063,29806,73533,23495,82569,27993,56813,173026,10902
80064,280,866,154,924,350,530,1856,229
80065,946,2771,488,3864,1344,2693,7623,521
80066,111,200,7,188,19,112,387,6
80067,1199,2811,811,2941,887,2064,6209,222
80068,162,399,46,470,152,294,952,148
80069,1827,4936,774,7265,3007,4228,14561,1142
80070,177,335,72,361,90,265,742,18
80071,475,1188,121,1426,557,914,2965,13
80072,85,183,30,203,60,113,420,2
80073,553,1115,172,1149,284,688,2331,175
80074,513,1185,117,1705,781,1295,3499,7
80075,264,529,52,484,111,289,1030,35
80076,110,198,21,257,100,155,511,1
80077,337,667,70,778,207,419,1563,43
80078,176,361,57,401,98,276,795,23
80079,107,252,43,287,94,215,582,26
80080,52,154,12,165,54,101,332,65
80081,615,1540,239,1865,684,1341,3792,138
80082,273,655,98,656,241,429,1345,179
80083,235,601,94,630,140,361,1163,129
80084,184,352,39,417,136,244,866,27
80085,847,2070,332,2235,723,1379,4629,133
80086,458,1023,138,1224,401,899,2510,46
80087,154,363,43,395,100,256,801,41
80088,2437,6667,1618,8538,3195,5480,17493,725
80089,273,697,79,947,351,688,1897,18
80090,75,123,14,94,15,65,201,3
80091,243,560,82,626,180,355,1221,134
80092,321,1031,116,1243,396,826,2423,25
80093,2199,5767,1123,7234,2649,4992,14884,652
80094,73,185,34,241,69,145,476,21
80095,329,797,155,984,328,778,2018,35
80096,2116,5417,1582,6298,2109,4297,12931,813
80097,709,1638,356,2536,702,1350,4626,813
81001,7776,18226,3364,21974,7261,14664,44741,2489
81002,504,1153,123,1357,444,859,2799,92
81003,1341,2674,399,3065,866,1889,6276,114
81004,2271,5593,779,5642,1725,3289,11411,1200
81005,2403,6461,1276,7206,2313,4643,14529,879
81006,5228,13791,2299,14539,4617,9135,29855,1373
81007,874,2329,218,2649,874,1682,5307,249
81008,4645,11078,2326,12765,4127,8361,26490,423
81009,875,2202,265,2183,525,1301,4270,76
81010,770,1754,257,1806,537,1367,3836,86
81011,14808,33547,5887,39722,12902,24404,80661,4286
81012,8100,19809,3279,24842,8801,14090,50334,3453
81013,2048,4454,622,5294,1805,3381,10903,209
81014,1247,3393,418,3646,1189,2468,7366,493
81015,2039,4537,874,4894,1471,3347,10021,601
81016,276,651,80,698,182,466,1394,69
81017,283,688,91,760,250,468,1596,49
81018,2021,4361,832,5015,1416,3242,10114,569
81019,966,2170,281,2328,730,1547,4842,153
81020,788,2352,295,2348,668,1577,4772,219
81021,11634,27749,4912,31651,10184,19771,65378,2671
81022,2061,5025,767,5763,1650,3889,11587,408
81023,394,804,117,896,214,589,1819,40
81024,1330,3229,423,4098,1430,2508,7976,666
82001,773,1552,164,1602,477,868,3379,57
82002,459,890,111,862,218,538,1808,48
82003,252,488,56,568,136,300,1107,9
82004,1150,3574,669,4135,1568,2486,8307,149
82005,1437,3782,665,4771,1856,2892,9849,74
82006,7644,20559,3636,25797,9891,13617,53025,538
82007,1227,2743,347,2925,908,1541,6160,166
82008,386,763,89,919,308,494,1842,27
82009,1287,3857,416,5382,2345,2751,10905,31
82010,985,1859,271,2048,593,1247,4203,17
82011,651,1606,167,2007,737,1086,4042,81
82012,326,657,84,585,130,409,1250,31
82013,970,2725,374,3486,1338,1916,7069,160
82014,1460,3094,385,3857,1190,2237,7827,85
82015,822,1741,196,1778,471,1102,3663,34
82016,102,214,22,242,72,139,473,3
82017,1112,3707,584,3722,1115,2456,7511,181
82018,268,514,50,575,173,314,1181,33
82019,493,1236,110,1487,551,927,3029,46
82020,1602,4420,601,5528,2196,3264,11283,112
82021,4692,14967,1892,19042,8189,10532,38405,463
82022,1662,3749,869,4031,1087,2798,8256,191
82023,1672,4627,738,5697,2288,3074,11586,116
82024,675,1376,200,1459,418,1038,3101,27
82025,628,1323,145,1389,347,902,2880,35
82026,164,429,47,500,162,289,995,12
82027,2811,6382,1734,6742,1884,4684,13877,431
82028,891,1990,192,2457,850,1265,4979,235
82029,611,1229,129,1226,339,774,2611,24
82030,769,1523,209,1678,507,906,3485,38
82031,1700,4762,730,5790,2227,3472,11827,273
82032,784,1764,254,1809,571,1092,3772,103
82033,333,712,92,756,196,484,1536,11
82034,1832,4222,662,5180,1811,3354,10580,152
82035,1348,4436,578,6250,2824,3467,12768,89
82036,1480,2771,525,3021,849,2114,6285,88
82037,433,837,110,863,207,578,1768,82
82038,324,832,89,1128,449,626,2267,74
82039,431,771,131,868,194,582,1730,4
82040,195,452,41,540,175,338,1087,7
82041,217,452,51,437,115,219,887,21
82042,340,693,96,660,143,439,1368,18
82043,893,2854,442,3488,1296,2103,7026,125
82044,598,1654,251,1768,587,1154,3656,87
82045,1209,2668,337,2993,1012,1822,6340,106
82046,1079,2579,377,3102,1035,1754,6287,127
82047,524,1215,135,1336,426,790,2713,63
82048,3756,10725,1337,14147,5707,7324,28589,215
82049,4943,14126,2358,18782,7461,10747,38226,338
82050,884,2300,294,2820,1034,1643,5844,166
82051,778,1362,189,1437,377,838,3029,30
82052,375,864,109,872,208,616,1863,23
82053,101412,256409,72965,303848,111427,189945,637885,25256
82054,4711,11844,2169,15182,5486,8562,30621,1054
82055,703,1430,213,1494,397,1106,3046,51
82056,591,1223,244,1177,274,916,2505,33
82057,1105,2483,435,2806,773,1771,5658,368
82058,754,1457,199,1445,309,905,3016,33
82059,564,1358,210,1387,373,875,2827,28
82060,938,1934,279,2067,554,1301,4342,26
82061,312,622,50,660,197,437,1388,82
82062,500,983,117,1114,295,639,2298,30
82063,766,2021,179,2462,927,1376,5050,154
82064,1345,3328,278,4029,1467,2075,8208,219
82065,370,756,60,706,182,412,1415,10
82066,141,435,59,499,151,303,988,20
82067,1656,4356,917,5319,1954,2949,10879,96
82068,431,1029,102,1252,469,604,2551,128
82069,99,211,20,185,40,118,388,10
82070,4257,10208,2018,12282,4242,7168,25173,352
82071,1863,5102,712,6182,2366,3363,12483,272
82072,534,1566,209,2057,835,1125,4173,42
82073,1615,4360,599,5201,1745,2680,10279,132
82074,655,1413,216,1485,480,757,2987,106
82075,260,629,103,641,171,372,1271,35
82076,754,1536,169,1586,437,972,3287,17
82077,382,811,107,900,263,463,1825,48
82078,566,1128,144,1186,377,655,2484,28
82079,2192,6865,720,9590,4244,4976,19568,397
82080,607,1359,150,1544,519,905,3142,62
82081,149,287,21,295,85,165,627,8
82082,251,454,49,435,99,286,919,33
83001,481,897,107,829,191,535,1763,16
83002,128,342,29,346,119,200,702,4
83003,448,1088,237,1156,363,795,2378,57
83004,203,419,29,427,134,231,844,45
83005,6339,16572,4178,19350,6878,12848,39945,2447
83006,153,289,28,274,54,126,563,18
83007,879,2480,459,2731,947,2127,5742,119
83008,460,1157,117,1413,529,841,2918,14
83009,2209,5833,1423,6151,1890,4754,13034,489
83010,555,1812,248,2055,726,1502,4293,92
83011,612,1495,165,1483,441,935,3097,44
83012,168,398,26,400,81,222,749,12
83013,258,567,81,589,163,382,1206,12
83014,553,1300,210,1384,422,979,2872,25
83015,207,548,57,520,144,363,1070,65
83016,517,1022,144,1099,298,675,2255,103
83017,429,1011,95,1087,338,748,2212,15
83018,101,226,26,224,62,124,467,14
83019,511,1210,214,1309,411,811,2703,113
83020,324,669,120,638,137,438,1331,26
83021,240,644,60,642,245,389,1294,17
83022,108,281,27,220,35,160,447,33
83023,224,602,64,561,92,295,1008,169
83024,157,435,50,434,130,279,883,96
83025,729,1671,257,1733,538,1195,3636,122
83026,147,329,45,296,78,199,601,15
83027,536,1435,419,1549,491,1100,3205,125
83028,657,1847,327,1857,551,1170,3753,313
83029,413,1391,152,1483,518,1005,3039,156
83030,515,1075,144,1078,253,744,2361,18
83031,66,178,15,165,38,117,348,22
83032,1536,4567,787,4239,1271,3131,9006,559
83033,1254,3197,661,3261,928,2293,6757,247
83034,272,645,82,714,222,392,1425,37
83035,335,754,77,764,243,455,1615,35
83036,273,681,113,710,210,451,1472,22
83037,126,314,53,352,100,211,689,62
83038,444,1405,209,1347,434,1033,2757,210
83039,343,741,84,778,215,504,1586,33
83040,222,356,49,347,74,180,735,15
83041,1781,6266,979,6243,1811,4267,12266,951
83042,235,634,86,650,195,485,1348,25
83043,135,490,88,494,152,352,983,113
83044,147,342,35,309,72,167,649,13
83045,146,280,30,268,71,148,557,17
83046,280,661,96,711,205,433,1405,186
83047,296,950,144,1157,448,729,2330,182
83048,39466,98258,29339,106232,34606,71122,222329,10808
83049,5672,13091,3287,14761,4398,10137,30421,1147
83050,285,621,89,600,162,345,1197,42
83051,188,493,61,439,113,286,913,29
83052,876,1948,387,2070,617,1422,4434,69
83053,144,328,35,320,83,193,664,11
83054,514,1228,168,1236,340,824,2564,61
83055,107,287,20,274,54,162,550,17
83056,272,679,98,711,200,461,1426,17
83057,520,1066,147,952,240,625,2001,85
83058,188,427,40,412,110,231,804,35
83059,173,329,55,330,69,195,670,3
83060,739,1637,200,1705,420,1152,3523,63
83061,604,1650,402,1706,492,1191,3518,87
83062,331,643,81,578,129,363,1190,85
83063,453,976,178,980,281,615,2036,51
83064,982,2534,366,2972,1001,1965,6056,256
83065,229,550,100,527,162,345,1097,35
83066,2293,5488,1426,6125,1973,4250,12788,520
83067,237,579,60,602,167,347,1240,10
83068,644,1854,344,1863,571,1384,3798,81
83069,209,460,72,436,80,330,899,19
83070,154,373,46,374,103,192,733,26
83071,37,93,17,82,17,60,182,2
83072,772,1940,468,1921,530,1283,3953,169
83073,192,458,47,494,147,294,1007,19
83074,133,288,26,294,73,162,583,16
83075,387,885,143,952,247,635,1957,139
83076,1099,3029,597,3159,930,2086,6420,118
83077,1053,2759,388,3326,1125,2192,6764,234
83078,586,1403,146,1643,450,1054,3350,20
83079,343,784,115,878,241,673,1830,44
83080,581,1215,177,1248,348,683,2583,80
83081,548,1265,164,1275,334,827,2651,78
83082,291,560,54,530,138,358,1178,8
83083,140,386,48,429,123,314,871,7
83084,2231,5373,1313,5623,1706,4096,11989,352
83085,276,798,169,718,199,517,1488,121
83086,765,1892,179,2209,731,1394,4453,110
83087,134,469,120,449,95,316,850,84
83088,637,1334,177,1371,362,943,2826,76
83089,1592,4385,1145,4421,1394,3301,9271,412
83090,281,607,66,605,172,442,1260,12
83091,826,2035,373,2095,649,1383,4416,220
83092,656,1632,264,1810,489,1137,3707,45
83093,232,797,132,797,267,560,1660,67
83094,383,847,134,910,228,559,1915,17
83095,415,1194,175,1244,366,918,2515,45
83096,881,2181,437,2254,633,1464,4701,114
83097,1760,5123,1106,5080,1504,4030,10492,777
83098,1098,2956,462,3439,1185,2286,7239,240
83099,1109,2636,250,2902,939,1999,5908,48
83100,153,437,50,356,89,253,769,32
83101,646,1265,221,1320,327,816,2663,33
83102,238,503,47,441,92,291,940,10
83103,213,576,81,629,190,406,1276,44
83104,619,1763,332,1875,618,1282,3896,135
83105,1481,3588,682,3855,1133,2583,8196,151
83106,1156,3148,539,3529,1231,2384,7165,560
83107,876,2377,415,2650,868,1733,5466,139
83108,629,1940,360,2168,698,1561,4440,140
84001,9373,24296,6881,27338,8373,18423,55872,2515
84002,590,1260,230,1234,319,718,2567,31
84003,1490,3608,670,4309,1382,2892,8892,375
84004,667,1579,350,1594,435,980,3298,64
84005,520,1122,177,1226,355,855,2532,78
84006,251,562,58,589,185,358,1203,14
84007,797,1507,190,1572,417,998,3310,126
84008,372,900,106,934,274,570,1910,119
84009,891,2388,392,2964,985,1875,5930,73
84010,1615,3816,557,4503,1536,2759,9260,370
84011,5111,13784,2433,16625,6456,10168,34446,2371
84012,1449,3206,435,3586,1037,2013,7473,78
84013,504,1083,121,1240,468,748,2646,47
84014,587,1549,255,1637,490,930,3364,163
84015,685,1446,249,1503,414,880,3177,152
84016,147,333,48,431,155,269,887,22
84017,4684,11371,1943,15424,5758,9152,31821,436
84018,995,2174,447,2479,820,1559,5303,117
84019,232,547,108,520,159,347,1102,36
84020,862,2581,207,3301,1050,2005,6337,209
84021,5754,14619,1932,16981,5638,9550,34671,1644
84022,294,768,116,839,280,659,1730,92
84023,2216,4984,870,5693,1793,3474,11812,315
84024,417,1021,119,1169,380,647,2385,20
84025,567,1200,212,1337,419,792,2734,85
84026,1540,3140,561,3428,997,2043,7110,436
84027,3435,8067,901,10218,4104,5460,21437,458
84028,2408,6290,815,7650,2660,4234,15622,235
84029,1313,3153,528,3687,1190,2097,7603,178
84030,2150,5046,896,5889,2011,3996,12260,464
84031,1846,4489,645,5118,1793,3050,10574,408
84032,751,1888,301,2159,739,1171,4379,67
84033,3357,7552,1503,8658,2845,5294,18058,943
84034,1014,2257,367,2725,840,1693,5485,268
84035,658,1401,155,1373,394,745,2946,36
84036,1373,3052,506,3759,1207,2368,7590,154
84037,375,991,159,1055,314,723,2166,34
84038,1102,2630,345,2958,963,1808,6104,158
84039,317,549,68,556,139,323,1184,35
84040,888,1964,302,2026,499,1254,4216,30
84041,7056,15703,3555,19018,6311,11785,39250,798
84042,781,1798,220,2048,626,1090,4177,77
84043,278,596,77,651,245,452,1358,72
85001,217,412,39,444,109,239,891,10
85002,115,247,27,267,57,148,522,4
85003,791,1925,247,2069,601,1208,4234,123
85004,9931,25114,6153,28851,9651,19247,59864,2955
85005,649,1283,146,1298,300,833,2758,31
85006,636,1628,295,1859,637,1174,3958,439
85007,10348,27251,4226,35459,13189,19979,72491,1535
85008,347,797,49,809,232,499,1669,8
85009,1866,4459,640,5332,1693,3525,11181,229
85010,571,1224,215,1349,329,960,2777,54
85011,288,644,89,676,200,392,1418,78
85012,1732,4253,821,4866,1508,3391,10059,161
85013,3817,10337,1072,12384,4713,6454,25180,656
85014,409,846,117,883,222,591,1809,17
85015,1705,4468,515,5068,1929,2879,10697,404
85016,3439,8575,1508,10274,3571,6584,21255,349
85017,1084,2229,268,2281,670,1368,4847,121
85018,1069,2361,416,2677,831,1683,5679,124
85019,1194,2802,318,3048,1041,1777,6487,122
85020,307,612,108,578,131,361,1234,52
85021,668,1481,119,1527,521,812,3198,41
85022,336,724,75,718,221,408,1480,15
86001,1254,3345,425,3812,1328,2279,7756,85
86002,861,1976,280,2183,559,1302,4389,194
86003,764,2059,279,2402,719,1458,4892,22
86004,2168,5117,656,5654,1992,3423,12063,178
86005,759,1785,324,2013,607,1347,4169,76
86006,705,1862,201,2205,793,1318,4519,135
86007,946,2308,224,2539,783,1500,5172,143
86008,382,873,94,904,265,584,1859,24
86009,4877,10939,3118,12412,3539,9122,26037,834
86010,707,1537,202,1610,464,1146,3368,42
86011,1997,5228,897,6109,2107,3607,12583,153
86012,2344,5566,993,6281,1929,4451,12947,167
86013,375,1232,190,1422,460,935,2849,22
86014,3465,9311,1604,10117,3221,6474,20749,979
86015,1245,2746,313,3041,1028,1750,6459,60
86016,1127,2968,305,3381,1040,1996,6830,283
86017,172,320,47,332,77,214,691,7
86018,1760,3841,532,4196,1248,2898,8699,116
86019,1319,3018,353,3368,1200,2022,7163,88
86020,824,1909,281,2114,686,1303,4496,106
87001,497,1342,385,1684,646,1184,3495,64
87002,3086,8181,2776,8617,2708,6249,17987,653
87003,3103,10299,1870,13830,5274,8473,28160,506
87004,8176,20648,5234,24496,8096,16216,50627,1484
87005,1921,6668,1326,8857,3400,5874,17867,246
87006,4741,12560,1578,16344,6913,7816,33926,445
87007,3168,10325,1439,13676,5608,8495,27546,616
87008,3153,8447,1314,11102,4682,5801,22987,503
87009,2894,7622,947,8758,3208,5775,18327,415
87010,856,2306,222,2536,764,1543,5133,208
87011,5991,14780,2915,17666,5940,10814,36241,1253
87012,407,1861,201,2614,1240,1675,5149,62
87013,728,1857,131,2106,719,1169,4352,75
87014,562,1381,150,1444,425,969,2969,144
87015,49848,125237,31434,143635,52025,86825,300356,13622
87016,1482,3850,539,4311,1412,2734,9086,303
87017,4604,11180,2670,12734,4077,8519,26485,1179
87018,2255,5857,871,6101,2124,3628,12561,732
87019,4352,10595,2454,11931,4114,8358,25031,296
87020,470,1286,137,1407,464,843,2794,304
87021,854,2100,373,2475,805,1732,5098,248
87022,630,1504,145,1738,615,1072,3613,97
87023,1676,6138,932,6928,2407,4524,14092,544
87024,4050,11478,2487,15422,6174,10227,31628,394
87025,1297,3146,337,3363,990,1730,6792,74
87026,192,497,97,530,131,333,1038,28
87027,936,2111,247,2586,714,1372,4991,594
87028,1014,1954,203,2011,596,1074,4282,107
87029,5687,18378,2315,23862,10249,14463,48943,1186
87030,1401,4843,682,5873,2420,4020,11987,543
87031,1028,3009,726,3735,1258,2593,7529,321
87032,2052,6471,516,7746,3238,3806,15805,473
87033,6259,17511,2622,22184,8724,12987,45621,969
87034,1811,5796,1317,7320,2896,4951,14714,219
87035,646,1775,290,1941,610,1266,3927,108
87036,454,1265,97,1393,545,870,2875,47
87037,1337,4174,362,5200,1939,2805,10377,520
87038,1833,4491,570,4945,1540,3540,10324,270
87039,2306,6096,1276,6808,2193,4218,13969,482
87040,450,1124,129,1198,390,732,2431,262
87041,3412,8970,2656,11160,4215,7828,23336,441
87042,1878,4696,2215,5472,1958,4359,11464,225
87043,631,1429,148,1436,400,812,2965,84
87044,798,2979,460,4028,1757,2649,8123,66
87045,1763,3859,1856,4318,1474,3334,9318,205
87046,242,649,101,729,227,506,1522,49
87047,966,2961,386,3621,1477,2002,7395,246
87048,1197,3248,561,4043,1388,2584,8303,158
87049,2535,6386,806,8142,2704,4273,16296,360
87050,1388,4567,1338,5477,2120,3877,11073,258
87051,3131,8014,2772,9441,3316,6979,19892,220
87052,1057,3074,851,3837,1394,2718,7775,138
87053,1171,3355,1062,4261,1657,2936,8715,217
87054,1048,2572,371,2761,860,1610,5772,186
87055,1316,3942,717,4631,1666,3013,9282,462
87056,544,1498,121,1943,769,1460,3921,612
87057,435,1460,103,1868,744,1180,3739,15
87058,554,1827,405,2075,705,1445,4083,74
88001,1205,4522,367,5785,2002,3293,10620,3139
88002,1323,3402,401,3992,1160,2863,7926,787
88003,4481,12564,1934,14811,5275,9593,29978,3042
88004,601,1209,165,1380,357,1011,2830,116
88005,2492,6622,1091,8240,2615,5353,16127,1868
88006,8454,20689,4608,25816,9312,19074,53370,2214
88007,580,1255,140,1388,364,938,2829,42
88008,2813,7355,1111,9347,3426,5449,18940,768
88009,12641,30588,7545,35218,11470,26617,72579,5739
88010,1472,4825,609,5781,1805,3942,10838,2511
88011,4482,11112,1834,13146,4765,8758,26822,2518
88012,8280,23223,3408,31109,11943,19085,62051,6829
89001,6282,15034,2883,17243,5240,10656,34857,1000
89002,4693,11776,2462,14973,5037,8898,30503,653
89003,437,905,119,826,204,567,1778,94
89004,186,468,45,498,129,321,978,29
89005,1262,2910,499,3172,1023,1991,6639,221
89006,3045,7108,1338,8321,2696,5268,17152,250
89007,156,363,33,357,79,202,729,33
89008,492,1031,98,1146,324,802,2349,48
89009,2898,8452,1524,10586,3800,6243,21561,900
89010,2068,4977,421,5789,2059,2744,11908,390
89011,4291,9757,1393,10713,3352,5743,22106,515
89012,1787,5341,629,6738,2305,4153,13257,333
89013,3658,9684,1716,11876,4077,7100,23638,777
89014,2973,8808,1174,10810,3881,6594,21521,1604
89015,1576,3660,707,4004,1226,2771,8247,256
89016,3065,7683,1409,10174,3756,6416,20644,1230
89017,20225,50094,11861,57197,19120,38124,117053,5599
89018,1078,3117,479,3727,1363,2281,7556,386
89019,1509,3577,448,4120,1222,2626,8337,64
89020,555,1520,144,1929,663,1105,3790,122
89021,1654,4503,429,5667,1941,3443,11468,210
90001,310,623,143,670,171,547,1409,13
90002,369,834,55,887,306,539,1787,57
90003,8221,21284,4634,20341,5158,15448,42325,1656
90004,153,293,52,295,65,211,592,13
90005,125,319,27,386,118,309,757,16
90006,2016,6362,906,6712,2042,5146,13337,1328
90007,144,273,21,270,52,166,539,7
90008,302,694,92,847,242,647,1736,17
90009,539,1143,123,1306,343,1071,2636,53
90010,110,191,22,189,36,131,398,10
90011,242,448,53,447,105,310,952,15
90012,591,1509,165,1647,567,1115,3369,38
90013,736,1489,134,1616,380,1146,3233,41
90014,190,350,26,363,89,241,737,35
90015,60,139,22,127,21,98,262,3
90016,140,315,23,327,81,228,660,15
90017,623,1438,117,1842,729,1209,3666,84
90018,213,397,60,422,88,312,854,16
90019,127,241,23,253,42,142,475,6
90020,184,425,28,431,118,311,859,2
90021,775,1619,309,1930,462,1452,3854,136
90022,83,262,40,309,98,232,605,9
90023,1115,2869,319,2820,746,1998,5687,155
90024,119,207,33,199,38,153,408,17
90025,337,733,64,746,185,571,1529,22
90026,248,552,83,627,161,487,1276,30
90027,175,375,43,390,81,266,776,40
90028,73,190,15,178,44,127,376,7
90029,277,648,75,722,187,529,1466,79
90030,112,258,25,254,46,185,500,21
90031,179,377,42,360,82,246,776,5
90032,96,221,24,246,57,179,482,14
90033,1544,3619,389,4023,1207,3050,8188,114
90034,188,393,40,434,94,287,872,21
90035,2044,5488,837,5323,1378,3881,10722,491
90036,356,801,66,912,272,673,1821,88
90037,435,1067,94,1196,347,852,2466,102
90038,141,246,24,256,49,161,532,3
90039,125,248,22,239,48,134,480,4
90040,31,64,2,47,12,41,107,0
90041,418,1023,91,1180,360,895,2336,87
90042,379,846,65,879,234,632,1777,62
90043,114,358,47,408,147,285,831,13
90044,179,401,37,382,76,253,768,31
90045,228,514,63,649,183,485,1291,6
90046,472,1157,131,1319,399,918,2662,20
90047,7608,27993,5083,29574,10104,24496,59948,5589
90048,574,1837,224,2067,621,1508,4125,99
90049,734,1349,130,1548,366,1175,3074,45
90050,602,1455,156,1407,318,1099,2879,34
90051,911,2299,264,2700,780,1989,5529,39
90052,1913,4342,830,4963,1402,3888,10023,206
90053,172,322,28,310,61,198,625,28
90054,704,2031,325,2064,615,1519,4077,432
90055,580,1242,196,1496,422,1159,2928,21
90056,462,966,133,1126,318,802,2261,57
90057,775,1845,334,2187,657,1678,4383,77
90058,3637,9416,1308,10457,3227,7350,21377,345
90059,578,1230,138,1204,292,899,2442,61
90060,111,316,32,354,112,268,707,11
90061,120,230,25,237,63,163,504,18
90062,291,656,94,598,112,442,1179,114
90063,946,2731,357,2491,620,1843,4951,506
90064,21977,58952,17737,58705,16784,46695,122506,4802
90065,312,611,51,601,150,411,1272,20
90066,46,81,11,62,3,48,129,10
90067,1166,2797,297,3470,987,2354,7001,71
90068,232,423,39,401,109,255,818,31
90069,2375,6210,782,7222,2059,4747,14339,351
90070,2548,5698,1214,6727,1773,5038,13443,394
90071,585,1248,205,1396,385,1039,2826,114
90072,302,1051,170,1187,390,957,2343,15
90073,177,425,38,458,122,368,914,25
90074,425,1149,163,1101,244,752,2216,189
90075,302,633,81,745,233,542,1469,34
90076,486,1184,128,1470,411,945,2864,24
90077,671,1724,201,2128,703,1508,4254,46
90078,415,983,112,1077,265,858,2177,23
90079,773,1986,194,2133,511,1460,4216,257
90080,393,994,102,1115,367,859,2224,104
90081,373,883,115,895,222,631,1819,64
90082,333,777,68,810,199,553,1623,53
90083,418,1213,162,1163,330,910,2406,113
90084,516,1757,220,1786,537,1401,3551,188
90085,273,644,44,714,197,518,1448,85
90086,130,285,23,290,78,226,602,15
90087,260,667,62,661,144,438,1296,44
90088,156,319,27,359,66,259,707,8
90089,320,921,170,777,164,602,1543,23
90090,361,867,63,1026,286,769,2024,112
90091,807,2619,370,2564,700,1884,5221,307
90092,809,2722,376,2471,625,1948,4923,308
91001,242,536,54,633,151,460,1215,40
91002,432,983,157,1155,330,932,2285,14
91003,255,505,66,533,106,365,1036,16
91004,174,384,43,378,76,279,768,19
91005,775,1859,223,1857,551,1317,3848,110
91006,760,1623,245,1702,499,1198,3469,23
91007,118,262,28,293,63,220,579,1
91008,119,222,26,254,60,167,508,14
91009,620,1265,294,1284,372,1039,2661,66
91010,632,1165,149,1139,271,782,2456,86
91011,446,917,96,966,303,680,1989,32
91012,320,620,85,584,107,477,1251,38
91016,481,1118,116,1065,280,810,2166,6
91017,1304,3605,494,4155,1446,3156,8288,172
91018,161,271,23,289,53,186,590,10
91019,84,237,32,272,82,213,557,6
91024,754,1595,214,1804,565,1524,3752,33
91025,181,372,23,351,69,194,725,7
91026,261,698,45,659,186,437,1317,24
91027,371,1069,75,1174,413,755,2380,16
91028,534,1133,189,1257,335,968,2527,28
91031,128,558,94,641,230,508,1278,13
91032,363,944,111,986,289,702,2014,21
91033,406,1032,64,1120,368,763,2239,27
91035,572,1512,280,1515,545,1146,3069,38
91037,1023,2384,433,2546,701,1902,5154,92
91038,134,221,21,241,36,186,474,9
91039,251,632,71,620,185,430,1265,28
91040,100,249,12,273,83,171,504,11
91041,410,829,50,886,136,472,1638,101
91042,406,1004,118,1013,266,688,2100,54
91043,277,629,63,647,129,456,1277,17
91044,1897,4230,777,4635,1207,3630,9567,229
91046,438,1013,87,1168,424,809,2413,15
91047,390,775,87,802,195,548,1624,20
91050,69,140,6,148,32,97,294,8
91051,6293,15501,4324,16477,4696,13208,34660,1051
91055,1230,2709,354,3281,924,2303,6722,73
91056,286,575,72,592,150,442,1202,10
91057,201,382,44,404,76,263,792,30
91058,75,157,11,184,38,146,375,4
91059,150,317,33,345,95,218,709,21
91060,130,390,28,446,145,354,898,29
91061,569,1242,181,1358,360,1008,2742,21
91062,682,1675,139,1999,612,1364,3991,13
91063,1008,3150,355,3329,1110,2406,6798,420
91064,392,846,64,954,308,641,1916,13
91066,271,494,47,540,108,367,1066,12
91067,426,1011,127,1103,271,879,2185,10
91068,57,125,11,105,33,72,223,31
91069,193,406,36,385,84,211,740,18
91070,399,1022,83,1105,302,789,2224,20
91071,312,752,74,771,240,544,1538,28
91072,395,830,79,881,208,606,1757,20
91073,549,1565,220,1522,447,1014,3006,174
91077,353,745,87,785,225,558,1596,73
91083,432,820,135,999,296,732,2022,12
91084,362,733,108,779,225,591,1626,27
91085,1801,5375,727,5581,1795,3814,11136,331
91086,324,707,113,772,179,599,1552,52
91088,182,482,24,467,180,342,971,8
91089,681,1884,182,1899,603,1226,3839,45
91090,136,299,31,328,62,237,617,11
91091,117,220,17,235,45,154,457,6
91093,378,889,105,912,209,787,1851,45
91094,451,1241,94,1388,430,779,2712,91
91095,1758,4982,956,5373,1676,4100,10969,345
91097,212,517,30,531,155,317,1055,6
91098,295,761,105,673,171,515,1393,17
91099,257,542,80,571,143,432,1154,7
91100,149,275,30,245,39,148,492,3
91101,630,1327,245,1519,392,1100,2997,27
91103,279,967,154,940,322,738,1948,81
91104,58,152,19,163,35,119,309,0
92003,3574,11229,1827,12888,4003,10292,26291,816
92009,32461,75446,30480,69329,17634,58327,149572,8970
92011,3370,9697,1998,11478,3514,8612,23089,594
92015,1151,3359,529,4133,1266,3151,8222,171
92037,1123,3312,342,4006,1262,2770,7888,146
92050,1343,3325,395,3562,960,2579,7064,181
92051,10867,30408,7102,33584,9328,25774,68640,2253
92066,963,2308,220,2564,656,1830,5097,103
92068,4414,12319,3424,13839,3965,11481,28655,649
92074,2322,9268,1618,10421,3572,8852,20772,378
92075,923,2676,443,3343,1107,2659,6776,49
92080,2410,6707,1101,8603,2747,6351,17301,277
92090,1100,3464,364,4351,1414,3351,8585,194
92099,349,906,83,1088,343,766,2148,35
92105,1771,5476,1251,6302,1966,5199,12864,248
92108,1357,4156,992,4601,1351,3888,9349,284
92109,3550,8486,1912,9140,2375,7611,19175,291
93001,70,141,10,134,31,93,262,16
93002,255,549,60,657,226,522,1296,151
93004,1717,4003,627,4383,1255,3763,8854,1022
93005,2512,6265,935,7811,2855,7056,15702,1609
93006,67,155,10,121,17,102,234,15
