CMN,anziani,fam,istr_sup,maschi,minori,occ,pop,stran
13154,847,2273,451,2575,907,2266,5287,341
13155,41,111,4,116,16,96,224,10
13157,495,1084,252,1208,376,1033,2515,129
13159,1329,3635,619,4282,1543,3749,8656,768
13160,199,431,46,478,123,354,946,35
13161,243,564,62,581,153,469,1172,122
13163,430,1137,131,1461,438,1265,2860,212
13165,2063,4938,784,5764,1916,4538,11735,871
13169,345,994,130,1180,404,1013,2380,129
13170,421,1104,199,1333,433,1227,2674,96
13178,29,82,6,93,31,69,189,6
13183,268,471,55,502,150,354,1036,37
13184,63,132,11,119,13,98,245,9
13185,176,388,45,429,109,306,832,67
13186,136,325,43,336,83,272,683,31
13187,69,127,10,117,23,92,231,6
13188,764,1738,251,2113,721,1833,4270,495
13189,782,2083,266,2369,832,1603,4847,433
13192,170,400,88,452,129,437,908,24
13193,224,612,114,659,221,610,1366,45
13195,61,156,13,161,47,142,303,11
13197,168,546,75,629,216,426,1258,88
13199,244,672,97,813,285,528,1646,54
13201,1301,3402,626,3929,1389,3449,7971,571
13202,951,2673,464,3046,1050,2721,6217,611
13203,146,233,37,246,62,168,481,55
13204,183,408,24,476,142,230,980,14
13206,1409,3354,834,3766,1224,3092,7774,380
13207,62,133,5,147,32,68,281,3
13211,195,420,26,454,122,316,871,40
13212,436,1235,182,1593,567,1434,3157,74
13216,201,562,48,612,194,490,1235,46
13217,124,339,36,354,53,290,632,40
13218,118,263,12,312,81,263,613,8
13222,1055,2411,431,2785,936,2384,5740,405
13223,218,512,113,554,147,471,1123,71
13226,46,103,15,123,41,87,234,4
13227,1480,3940,748,4711,1644,4276,9481,803
13228,775,2041,329,2440,883,1662,4952,185
13229,422,1161,136,1295,427,1144,2606,178
13232,452,1085,168,1301,400,954,2629,115
13233,27,65,1,85,31,39,164,3
13234,331,716,96,711,203,396,1453,89
13236,43,120,8,103,14,85,201,31
13238,437,1257,174,1517,543,1346,3070,150
13239,125,331,37,378,103,304,750,27
13242,656,1711,261,2048,716,1817,4145,228
13245,1343,3381,681,3868,1340,3263,7933,483
13246,37,98,8,104,35,75,186,35
13248,387,847,81,853,201,658,1718,93
13249,871,1957,272,1996,553,1597,4080,200
13250,792,1730,285,1716,516,1696,3611,302
13251,820,2246,387,2651,922,2136,5403,220
13252,1026,2339,333,2476,728,2078,5046,410
13253,569,1446,185,1499,399,1082,2973,216
13254,622,1632,228,1763,601,1440,3554,390
13255,778,1926,257,2267,775,1772,4642,178
14001,71,141,1,158,19,110,288,2
14002,621,1389,148,1520,404,1336,3021,102
14003,97,246,29,297,98,246,585,50
14004,257,754,90,733,218,711,1496,88
14005,584,1378,182,1616,503,1386,3213,156
14006,33,69,4,60,6,53,119,2
14007,756,1695,210,2034,564,1792,4045,199
14008,226,572,69,648,202,521,1273,72
14009,788,1824,365,2026,630,1752,4074,275
14010,384,846,62,991,301,834,1961,27
14011,205,505,59,522,148,490,1056,45
14012,145,463,47,459,127,371,922,16
14013,202,624,42,663,168,490,1345,17
14014,119,290,20,304,73,242,606,20
14015,271,690,93,776,229,672,1548,86
14016,95,194,17,214,50,182,435,23
14017,118,338,36,401,137,340,792,44
14018,1457,3406,652,3358,1001,2806,7144,436
14019,496,1134,121,1176,302,1001,2370,40
14020,483,1095,147,1162,366,1075,2439,130
14021,59,146,9,171,54,140,333,7
14022,219,519,46,581,166,471,1124,41
14023,234,589,52,690,189,612,1353,93
14024,909,2319,297,2704,848,2423,5409,310
14025,81,218,26,221,83,192,471,19
14026,570,1316,205,1664,563,1426,3286,533
14027,579,1443,173,1856,631,1556,3702,373
14028,102,249,27,273,77,223,534,26
14029,134,330,44,383,116,350,770,27
14030,117,263,27,277,65,265,552,20
14031,39,99,10,95,10,83,159,2
14032,305,786,81,970,372,763,1938,23
14033,852,1855,158,2115,642,1900,4412,96
14034,326,734,111,804,263,734,1635,96
14035,106,291,44,280,86,252,545,31
14036,243,552,32,668,171,495,1281,9
14037,390,2449,270,3565,1564,3175,6887,752
14038,115,286,33,323,103,283,633,29
14039,122,324,36,367,140,299,752,69
14040,165,433,42,501,157,454,1017,26
14041,145,381,28,477,164,393,937,26
14043,256,734,67,893,323,666,1799,35
14044,644,1398,243,1417,404,1331,2945,108
14045,2229,5551,1166,5953,1937,5484,12237,805
14046,302,830,78,912,311,713,1872,76
14047,12,20,2,20,5,13,36,0
14048,216,567,52,712,271,628,1427,128
14049,448,968,81,994,276,903,2083,76
14050,293,804,78,948,307,674,1894,40
14051,365,825,134,883,282,829,1829,69
14052,434,1013,181,1110,321,985,2258,91
14053,100,287,33,319,109,298,644,54
14054,413,1208,128,1455,512,1106,2886,122
14055,71,138,4,152,40,111,290,5
14056,79,229,21,273,104,255,541,41
14057,418,1139,100,1380,494,1145,2834,58
14058,69,173,9,184,41,112,360,2
14059,85,206,34,245,85,217,489,13
14060,832,1850,191,1934,525,1699,3970,136
14061,4360,10189,2616,9944,3068,8993,21202,2005
14062,19,60,3,38,8,43,80,1
14063,807,1926,164,2279,736,2033,4638,141
14064,69,116,5,110,16,70,196,1
14065,894,2153,244,2186,631,1849,4445,339
14066,1727,4032,750,4247,1276,3730,8829,633
14067,154,373,33,374,108,294,756,16
14068,105,270,22,333,103,304,648,17
14069,351,1164,124,1428,533,1337,2828,177
14070,360,956,166,990,291,864,2007,71
14071,583,1725,213,2107,771,1752,4153,108
14072,516,1452,148,1814,649,1571,3607,135
14073,387,1065,97,1244,357,1072,2525,49
14074,182,386,24,455,108,357,865,23
14075,195,480,33,526,166,397,1061,40
14076,39,101,7,108,27,97,209,1
14077,158,418,22,504,173,329,968,31
14078,559,1302,138,1443,441,1286,2925,145
15002,5586,14031,3250,15864,5533,14129,32476,4346
15005,761,1949,351,2309,751,2116,4670,278
15007,1018,2694,462,3278,1211,3068,6686,315
15009,4275,8338,3121,9415,3269,8028,19463,1326
15010,1889,5276,949,6060,2186,5611,12196,1107
15011,1238,3744,1322,4581,1690,4333,9260,563
15012,2940,7413,1359,8450,2800,7793,17253,1234
15014,597,1530,268,1823,639,1660,3665,351
15015,1115,3341,1776,3833,1387,3672,7933,868
15016,655,1647,387,1856,595,1788,3797,342
15019,565,1304,213,1502,454,1355,3018,155
15022,309,892,112,1026,344,898,2045,130
15024,1427,3217,559,3443,1083,3102,7199,621
15026,742,1742,317,2013,623,1781,4073,245
15027,6555,15866,2895,17375,5572,15851,36239,2765
15032,5851,12103,2789,12701,3952,11054,26172,3752
15035,309,1001,136,1225,464,1136,2438,153
15036,4293,11064,3175,13127,4664,12150,27015,1697
15038,816,1952,275,2237,765,1959,4553,306
15040,1473,3596,912,4046,1235,3811,8380,507
15041,2369,5768,968,6977,2203,6171,13991,1099
15042,165,466,54,621,217,563,1240,90
15044,1008,2946,525,3568,1385,3276,7113,544
15046,2261,5320,892,6066,1916,5605,12466,1079
15050,443,1741,297,2156,837,2034,4153,349
15051,2296,6480,1255,7721,2677,7334,15581,1212
15055,513,1652,260,1977,744,1901,4025,335
15058,857,2284,359,2718,942,2464,5513,323
15059,3265,8028,1648,9417,3199,8347,19151,2710
15060,2600,5873,1947,6756,2436,6184,13920,1341
15061,270,765,158,897,342,857,1853,79
15062,1933,4626,828,5471,1782,4753,10980,1368
15070,6125,15020,5743,16861,6546,15669,35012,2148
15071,880,2077,489,2524,856,2331,5093,275
15072,2707,6463,1103,7316,2450,6654,15021,1198
15074,4481,10225,1861,11520,3662,10373,23686,2843
15076,2060,6034,1150,6996,2412,6670,14276,1164
15077,13975,33008,5597,36489,12235,31045,74636,15413
15078,702,2060,421,2447,972,2300,4929,214
15081,8643,20387,4042,22858,7612,20324,47208,8331
15082,232,838,164,1013,370,1018,2009,155
15085,2835,7902,1612,9152,3416,8529,18600,1642
15086,3628,8941,1623,9802,3514,8882,20317,2523
15087,3642,8795,1764,10061,3261,9103,20590,1462
15093,7156,15668,2884,16598,5414,14496,34601,5931
15096,1402,3472,650,4032,1341,3611,8194,870
15097,544,1793,777,2160,800,2107,4315,223
15098,4262,8447,1995,8964,2760,7657,18787,1517
15099,879,2573,483,3107,1197,3029,6332,323
15101,541,1264,242,1480,520,1368,3006,240
15103,1609,4019,807,4497,1626,4108,9225,679
15105,4874,11510,2252,13011,4218,11727,26771,2615
15106,1174,3780,1042,4395,1668,4286,8842,800
15108,3473,8890,2552,10147,3606,9263,20899,2497
15110,362,1253,187,1564,565,1441,3067,365
15112,237,635,109,788,288,752,1614,55
15113,1703,3744,689,4144,1266,3688,8525,492
15114,1982,4856,1019,5553,1958,5127,11255,992
15115,1433,3914,677,4430,1541,4148,9060,1033
15116,4443,10849,2258,12806,4355,11667,26137,1599
15118,10475,26003,8114,28883,9528,26476,59855,7661
15122,518,1709,267,2061,714,1962,4042,423
15125,1520,4449,796,5059,1858,4879,10290,1269
15130,4649,10499,2463,11672,3778,10263,24107,2831
15131,1482,3889,644,4612,1557,4315,9268,574
15134,1099,2606,468,3004,1018,2773,6134,426
15136,521,1498,325,1785,608,1708,3580,353
15139,1709,4840,947,6081,2297,5536,12220,1464
15140,3286,8329,2044,8557,3060,7962,18011,2762
15142,3501,8185,1528,8941,2854,7987,18566,2428
15144,666,1835,302,2095,644,1988,4199,243
15146,243549,740375,297984,662211,207218,642990,1374582,276776
15150,198,436,71,516,158,456,1032,34
15151,1303,3444,530,3941,1376,3558,8053,652
15154,3182,7329,1309,8259,2586,7309,16973,1238
15155,135,301,44,309,78,285,640,22
15157,4139,9076,2147,9603,3020,8642,20056,1698
15158,535,1818,325,2284,882,2185,4514,190
15159,2747,6196,1541,6779,2290,6152,14100,1210
15164,720,1833,255,2147,679,1901,4276,338
15165,246,628,104,699,218,653,1418,58
15166,8289,20388,3860,23040,7576,20960,47380,4624
15167,996,2488,423,2851,1023,2600,5862,645
15168,4693,12207,2690,13745,4660,12833,27919,2378
15169,1851,4842,782,5489,1850,4974,11147,1352
15170,1813,5031,987,5647,1833,5152,11451,1878
15171,3736,10362,3330,11714,4127,11062,23847,1955
15172,1311,3726,634,4486,1404,4231,9025,801
15173,2127,6656,1068,7880,2496,7462,15699,1806
15175,5041,14807,2724,18030,6698,15916,36147,8858
15176,1393,3490,603,4143,1256,3833,8329,719
15177,759,2703,439,3217,1226,3015,6345,794
15178,1338,3725,652,4168,1359,4086,8547,776
15179,1118,3204,658,3653,1248,3449,7330,465
15181,2412,6072,1093,6947,2254,6324,14057,1234
15182,9363,23003,5443,24530,7781,22332,50742,5868
15183,825,1984,272,2359,761,2099,4775,352
15184,1063,2875,545,3317,1071,3119,6758,355
15185,779,1864,554,2311,850,2099,4613,277
15188,878,2435,441,2890,997,2683,5799,463
15189,7116,18059,2744,20282,7259,18012,41844,5040
15191,1405,3353,605,3581,1047,3248,7275,718
15192,6116,14356,6340,15820,5399,14161,32545,4234
15194,1220,2884,516,3266,1016,2925,6681,655
15195,5880,16367,3201,19676,7226,17254,39308,7344
15200,699,2146,404,2458,866,2378,4938,443
15201,1434,3591,707,3999,1311,3663,8274,838
15202,581,1784,291,2230,764,2088,4422,470
15204,1811,5224,869,6180,2223,5677,12403,1316
15205,6826,15642,6049,17641,6230,15724,36482,4027
15206,3392,9368,1346,10496,3553,9886,21307,1672
15209,15752,39493,9225,38612,12510,35362,80203,13961
15210,997,2971,517,3660,1340,3452,7330,820
15211,3173,8545,1748,9836,3363,9224,20133,1299
15213,2023,5824,845,6942,2401,6389,13991,1314
15219,652,2136,354,2651,966,2521,5297,492
15220,3531,9038,1791,10491,3795,9571,21453,2157
15221,2215,5297,947,5854,1813,5194,11981,1632
15222,371,1513,261,1857,698,1919,3654,248
15224,783,2581,387,3022,956,2879,5853,626
15226,1371,3030,529,3511,1148,2959,7092,995
15229,1395,3937,905,4551,1809,4345,9318,479
15230,1347,3842,774,4709,1784,4155,9349,1347
15236,414,1427,274,1672,561,1605,3304,209
15237,1388,3920,727,4608,1679,4275,9301,854
15242,2858,7565,1931,8163,2883,7779,16816,1717
15243,1482,3768,702,4517,1628,3998,9244,1152
15244,683,1641,382,1914,604,1764,3898,339
15247,875,2775,445,3437,1261,3307,6867,368
15248,1121,2581,347,2995,929,2748,6133,312
15249,979,2124,367,2549,892,2224,5243,359
15250,1651,5272,766,6155,2159,5054,11866,4263
15251,736,2366,458,2863,1098,2731,5796,269
16001,260,877,90,1135,397,1055,2176,301
16002,146,336,23,410,122,347,791,77
16003,1079,3289,446,4173,1508,3750,8287,1121
16004,2981,7589,1143,8609,2830,7797,17486,1025
16005,1055,2378,300,2659,807,2349,5487,352
16006,800,2578,384,3212,1203,2983,6440,246
16007,1010,2288,341,2727,861,2533,5586,232
16008,2246,6008,1121,6603,2235,6022,13440,1091
16009,367,981,145,1220,381,1100,2380,120
16010,418,1231,127,1598,633,1346,3163,689
16011,721,1957,262,2427,815,2154,4803,491
16012,598,1504,121,1696,481,1413,3367,95
16013,414,1100,134,1354,449,1215,2717,264
16014,37,99,4,92,20,73,170,15
16015,96,291,31,305,74,251,551,23
16016,1324,3179,534,3677,1260,3385,7567,862
16017,103,188,16,191,39,143,377,5
16018,552,1765,277,2182,826,1998,4355,300
16019,89,263,34,352,103,307,688,94
16020,630,1723,201,2184,684,1845,4228,451
16021,202,764,104,1046,415,956,2013,88
16022,133,284,31,343,117,285,703,22
16023,424,1027,126,1189,442,1004,2410,73
16024,22892,58039,21187,56817,17996,52609,119993,19855
16025,196,518,40,711,311,558,1390,183
16026,107,298,21,296,64,249,587,19
16027,10,33,8,34,11,32,75,0
16028,683,2393,266,3253,1332,3013,6433,872
16029,752,2533,295,3160,1267,2858,6223,742
16030,1077,3993,599,5085,2104,4844,10217,697
16031,959,2801,372,3313,1184,2920,6613,684
16032,158,428,66,590,222,479,1159,219
16033,160,407,51,501,173,458,990,19
16034,725,2055,199,2542,815,2310,5014,382
16035,116,320,27,366,104,320,724,41
16036,148,335,29,336,95,270,677,13
16037,1190,3536,443,4291,1468,3843,8482,1075
16038,1359,3151,478,3902,1401,3478,7862,492
16040,807,2477,361,3006,1137,2805,6053,757
16041,12,58,5,65,20,48,114,3
16042,638,2203,392,2769,1090,2674,5580,218
16043,662,2194,266,3142,1206,2651,6071,1101
16044,801,2078,247,2808,1010,2237,5389,1042
16046,1394,3428,389,4106,1370,3507,8210,1097
16047,671,1796,280,2128,766,1926,4264,305
16048,94,276,12,281,80,264,573,8
16049,662,1798,236,2170,730,1846,4230,596
16050,214,526,70,584,183,525,1192,58
16051,1371,3440,528,4091,1342,3588,8160,1134
16052,470,1308,155,1567,505,1377,3038,232
16053,2641,6849,1171,7984,2790,7154,16170,2001
16055,506,1808,234,2388,960,2183,4730,841
16056,78,180,12,132,25,115,289,1
16057,726,1905,242,2296,809,2037,4645,438
16058,522,1527,233,1921,693,1671,3865,690
16059,600,1682,243,2034,705,1786,4057,548
16060,589,1395,140,1572,454,1398,3108,134
16061,23,51,1,52,13,36,112,2
16062,1494,4134,493,5227,1971,4528,10394,1640
16063,425,1162,125,1386,481,1280,2822,187
16064,554,1521,143,1686,476,1447,3361,100
16065,292,613,107,630,158,538,1258,108
16066,246,1006,127,1338,536,1227,2653,372
16067,221,666,61,839,319,766,1646,50
16068,300,984,141,1274,474,1150,2528,117
16069,439,1502,262,1966,839,1769,3913,326
16070,712,1823,190,2039,629,1826,4105,304
16071,294,728,76,786,255,660,1589,59
16072,395,1369,120,1752,650,1542,3390,347
16073,875,2353,271,3044,1138,2648,6027,908
16074,1029,2582,276,3076,1057,2735,6229,493
16075,622,2152,201,2841,999,2487,5458,879
16076,806,2008,213,2560,849,2187,5029,726
16077,1643,3791,665,4122,1363,3564,8537,553
16078,177,492,19,560,145,493,1105,14
16079,1494,4378,519,5609,2000,4942,11059,1246
16080,274,720,78,809,248,735,1618,68
16081,531,1779,227,2242,871,2052,4393,362
16082,126,364,32,481,177,392,930,100
16083,240,749,53,961,364,888,1937,202
16084,402,1265,151,1706,654,1501,3348,372
16085,124,268,23,281,59,222,549,5
16086,1617,3881,545,4421,1485,3761,8953,1164
16087,534,1573,157,2134,891,1759,4165,797
16088,421,1368,165,1770,730,1676,3524,619
16089,1354,3259,692,3694,1186,3246,7495,685
16090,63,123,6,115,15,90,216,0
16091,3716,9957,1625,11571,3771,10440,23336,2368
16092,153,391,22,457,94,397,883,4
16093,587,1490,156,1711,528,1483,3367,340
16094,261,792,86,1000,382,888,1961,127
16096,1161,3313,498,3954,1316,3643,7968,761
16097,162,518,58,700,213,614,1313,208
16098,425,1244,126,1572,559,1433,3133,256
16099,173,525,77,576,179,503,1119,22
16100,544,1282,157,1429,491,1271,2947,232
16101,683,1807,231,2371,920,1977,4712,954
16102,104,278,25,280,73,240,553,23
16103,40,108,10,101,10,97,172,8
16104,390,1191,91,1541,528,1455,3045,244
16105,398,1310,161,1691,673,1579,3393,316
16106,43,105,6,98,26,72,206,1
16107,180,464,54,510,143,423,972,7
16108,1096,2274,241,2589,760,2287,5237,246
16109,193,592,52,747,238,657,1445,125
16110,149,393,47,441,146,325,862,189
16111,1017,2202,219,2372,754,2059,4934,388
16113,723,2300,213,3075,1240,2727,6133,738
16114,797,2004,252,2581,882,2202,5143,746
16115,998,2758,974,3170,1129,3004,6546,484
16116,301,715,36,744,182,631,1491,62
16117,884,2678,351,3263,1125,3030,6417,582
16118,215,550,47,605,156,497,1153,26
16119,133,362,43,445,158,375,865,96
16120,1140,2869,425,3643,1355,3251,7396,886
16121,44,98,6,86,14,66,166,4
16122,80,254,28,326,96,318,637,80
16123,596,1798,256,2055,666,1966,4146,325
16124,946,1929,205,2157,556,1820,4300,324
16125,124,288,24,270,71,249,560,39
16126,546,1538,164,1875,658,1660,3717,252
16127,124,347,30,421,157,297,837,117
16128,1217,2402,589,2315,698,2024,5046,558
16129,375,1093,128,1433,592,1343,2812,281
16130,136,366,50,453,162,381,882,38
16131,476,1635,168,2010,718,1862,3980,520
16132,931,2800,391,3476,1237,3150,6841,531
16133,1391,4045,474,5503,2095,4635,10798,1956
16134,49,94,4,82,15,57,164,1
16135,443,1245,147,1464,488,1369,2941,325
16136,46,103,12,103,26,83,203,4
16137,180,497,62,579,165,521,1154,89
16139,337,1232,154,1687,650,1426,3265,756
16140,354,1013,113,1210,420,1102,2471,186
16141,422,1124,111,1429,529,1226,2909,424
16142,669,1759,200,2232,765,1987,4424,402
16143,1309,3132,903,3607,1182,3267,7334,463
16144,1958,4838,721,5566,1829,4839,11231,847
16145,121,233,20,250,80,190,494,9
16146,203,487,36,504,109,453,974,18
16147,39,76,8,78,16,52,147,5
16148,127,291,24,287,70,244,572,6
16149,149,454,46,450,130,387,914,26
16150,275,723,94,903,281,784,1752,277
16151,38,78,2,72,9,51,144,4
16152,636,2115,221,2611,989,2400,5255,447
16153,1780,5116,671,6302,2294,5568,12531,1630
16154,320,824,105,1087,394,925,2095,249
16155,601,1725,223,2006,722,1853,4016,174
16156,592,1881,220,2292,855,2101,4496,198
16157,816,2170,208,2865,1096,2528,5732,651
16158,425,1159,105,1324,465,1234,2684,124
16159,81,192,14,190,37,142,361,20
16160,795,2458,397,2936,1041,2789,5905,480
16161,303,746,47,836,290,758,1727,22
16162,241,595,61,729,271,596,1457,286
16163,158,438,54,526,159,442,1042,38
16164,253,567,79,588,164,505,1207,59
16165,100,214,21,195,30,153,384,4
16166,24,43,2,39,12,34,87,3
16167,200,612,56,828,315,715,1590,165
16168,434,838,100,856,229,722,1728,173
16169,1335,2962,691,3359,1017,2878,6750,401
16170,1959,4921,820,5713,2060,4877,11534,2092
16171,492,1361,191,1675,587,1466,3313,303
16172,706,2037,218,2507,839,2250,4969,591
16173,744,1888,236,2247,758,2025,4509,286
16174,319,843,121,897,253,874,1823,89
16175,232,529,39,566,143,458,1075,24
16176,784,1951,323,2340,793,2070,4775,460
16177,235,645,43,843,309,720,1682,207
16178,1174,2550,656,2876,926,2539,5871,296
16179,245,621,78,608,163,531,1212,80
16180,204,449,95,453,100,409,899,42
16182,603,1588,192,1907,685,1679,3849,458
16183,2843,8263,1314,10320,3877,8847,20482,4432
16184,106,205,28,211,48,163,413,9
16185,121,372,33,405,116,373,814,81
16186,188,447,28,450,151,339,902,42
16187,631,1808,254,2006,745,1810,4077,197
16188,849,2060,188,2342,676,2061,4632,72
16189,598,2187,301,2940,1133,2697,5951,1021
16190,1025,2195,332,2278,702,1998,4719,130
16191,108,268,8,261,58,223,523,3
16193,1161,3076,625,3236,1050,3107,6722,852
16194,1555,4061,830,4825,1682,4455,9801,547
16195,265,552,45,567,156,482,1152,13
16196,358,1024,60,1282,380,1096,2461,194
16197,363,901,134,1015,280,874,1974,50
16198,3968,10816,2225,12305,4221,11390,25111,3372
16199,407,937,84,1044,279,879,2026,46
16200,336,810,123,882,295,769,1769,126
16201,119,315,45,351,105,315,692,19
16202,1487,3695,551,4500,1431,3952,9012,546
16203,561,1798,312,2200,821,2088,4417,156
16204,946,2112,287,2570,879,2213,5205,580
16205,167,434,51,474,165,412,976,66
16206,766,2208,239,2846,1141,2599,5668,663
16207,1682,5420,998,6612,2484,6173,13346,1171
16208,152,449,29,560,155,507,1065,68
16209,553,1492,153,1897,653,1680,3743,384
16210,112,281,17,290,68,234,535,21
16211,408,917,113,1010,268,887,2001,61
16212,660,1848,186,2595,919,2195,4948,1222
16213,846,3218,397,4039,1600,3779,8014,1036
16214,1621,3740,910,4126,1446,3709,8631,828
16215,314,913,106,1098,399,1058,2170,61
16216,318,1012,181,1218,449,1143,2467,189
16217,167,436,51,549,179,492,1091,132
16218,1362,3930,675,4808,1861,4173,9644,1639
16219,5139,13349,3410,15007,5251,13311,30557,4498
16220,1637,4417,818,5291,1913,4919,10819,719
16221,211,567,41,692,213,599,1348,18
16222,1344,3874,469,5039,1793,4374,9854,1143
16223,192,520,25,483,122,419,988,33
16224,598,1829,336,2131,761,2058,4338,147
16225,106,260,14,295,98,249,586,4
16226,25,75,3,73,18,55,134,2
16227,57,106,19,107,31,71,207,5
16229,63,137,2,133,15,105,251,1
16230,58,108,7,100,17,68,188,1
16232,994,2856,331,3891,1481,3136,7475,1774
16233,1167,3257,464,4159,1486,3654,8182,1261
16234,840,1982,190,2174,693,1964,4467,355
16235,132,428,43,551,203,514,1118,115
16236,209,541,68,664,231,565,1303,139
16237,82,251,11,293,100,267,576,35
16238,719,1854,272,2218,770,2016,4537,261
16239,1150,2754,378,3260,1049,2926,6587,289
16240,1021,2778,447,3314,1138,3012,6672,322
16241,318,799,86,858,299,780,1758,74
16242,1043,2999,391,4145,1598,3607,8103,1507
16243,235,675,75,713,208,684,1433,23
16244,392,1097,118,1365,473,1150,2663,373
16245,1110,3696,561,4285,1524,4120,8602,813
16246,1618,3738,418,4256,1331,3709,8668,267
16247,182,436,35,449,105,356,874,21
16248,119,300,34,336,94,263,657,29
16249,69,163,10,159,41,119,290,6
16250,289,956,99,1190,401,1070,2351,226
16251,243,825,89,1023,362,953,2011,209
16252,616,1635,144,1922,687,1633,3835,191
16253,762,1782,128,2104,665,1867,4190,147
17001,236,603,73,722,270,670,1513,187
17002,1192,2923,383,3543,1206,3164,7131,436
17003,290,723,54,843,214,766,1636,83
17004,389,947,108,1210,373,1084,2396,247
17005,109,220,15,240,64,183,444,36
17006,425,1060,99,1183,318,1004,2338,110
17007,483,1503,150,1808,586,1608,3593,300
17008,372,1306,190,1715,685,1645,3356,351
17009,2053,5138,689,6245,2164,5462,12554,1671
17010,820,1749,144,1884,496,1646,3746,75
17011,384,904,102,1175,374,1020,2300,264
17012,196,466,51,608,205,516,1143,68
17013,303,917,109,1188,437,1124,2326,308
17014,1731,4982,667,6136,2202,5515,12314,1432
17015,341,1070,106,1417,543,1254,2744,279
17016,306,725,69,801,174,696,1551,30
17017,369,974,130,1223,459,1088,2440,156
17018,755,1668,234,1837,552,1598,3760,199
17019,258,556,40,658,200,591,1313,62
17020,718,2094,229,2714,991,2328,5334,728
17021,1544,3763,480,4541,1504,4062,9130,906
17022,489,1380,186,1231,300,1073,2519,52
17023,2022,4582,882,5160,1630,4747,10641,800
17024,453,1000,60,1001,289,839,2040,38
17025,1441,3349,642,3580,1082,3298,7402,554
17026,199,654,70,891,350,766,1707,171
17027,118,296,36,348,109,311,686,56
17028,994,2157,396,2286,695,1984,4694,465
17029,37898,93224,26985,94440,30445,84795,197304,37720
17030,99,342,37,395,114,348,747,69
17031,256,887,100,1078,376,980,2114,153
17032,1797,5240,523,6588,2526,5829,13004,2152
17033,497,1454,223,1789,688,1683,3585,317
17034,1202,3335,415,4238,1440,3780,8369,1047
17035,462,1063,145,1148,377,1034,2379,139
17036,101,174,6,169,44,125,346,1
17037,671,1929,274,2368,779,2138,4643,484
17038,1366,3806,379,4719,1624,4062,9432,1208
17039,1864,5026,607,6532,2521,5803,12968,2189
17040,1047,3364,457,4199,1555,3833,8364,955
17041,785,2463,215,3389,1396,2802,6683,1404
17042,1345,4581,675,5541,1900,5403,10999,945
17043,1784,4778,632,5754,2023,5294,11530,1148
17044,257,646,37,847,264,769,1637,150
17045,877,2749,301,3706,1489,3280,7459,1142
17046,1743,4463,557,5392,1868,4914,10839,696
17047,214,542,61,537,154,491,1096,110
17048,984,2102,523,2367,718,2104,4901,396
17049,118,297,31,342,94,289,652,23
17050,309,760,78,890,279,785,1793,90
17051,188,442,42,434,85,339,831,12
17052,3056,7835,1231,9462,3293,8319,19094,3322
17053,300,617,84,731,229,645,1477,140
17054,109,266,14,271,65,233,534,8
17055,441,1137,146,1402,447,1185,2725,185
17056,1223,3443,486,4373,1610,3773,8716,1342
17057,970,2012,571,2199,645,2012,4538,178
17058,402,1045,53,1050,259,889,2056,111
17059,1044,2950,354,3754,1441,3325,7517,854
17060,403,1431,123,2050,811,1793,4009,436
17061,2750,6798,1366,7688,2586,7102,15644,1228
17062,1000,2956,420,3541,1190,3243,7070,495
17063,335,894,76,952,282,796,1909,62
17064,197,558,53,709,262,656,1417,77
17065,2558,6768,1185,7721,2550,6846,15544,2456
17066,763,2250,266,2798,1012,2522,5546,602
17067,5134,13810,3490,13918,4552,12843,29208,3945
17068,895,2060,302,2183,700,1876,4443,356
17069,1156,3536,509,4416,1599,4027,8708,731
17070,799,2226,290,2564,859,2298,5157,381
17071,328,784,57,1006,304,868,1985,246
17072,1527,3723,541,4415,1475,4050,8871,795
17073,854,1818,220,2305,708,1989,4560,447
17074,548,1332,320,1309,343,1145,2642,269
17075,2173,4946,608,5656,1980,4747,11407,1544
17076,716,1419,221,1320,325,1150,2761,272
17077,1913,5051,792,6208,2176,5413,12258,1693
17078,2575,7252,923,9336,3337,7965,18521,2394
17079,347,891,104,1051,365,940,2134,165
17080,863,1986,217,2433,826,2208,4959,523
17081,2775,6950,1457,8047,2767,7351,16488,1383
17082,318,841,110,933,309,866,1878,89
17083,71,173,17,167,37,152,346,10
17084,27,65,3,72,20,56,132,1
17085,1804,4163,886,4322,1344,4061,8994,784
17086,624,1567,125,2086,738,1833,4075,572
17087,109,251,23,249,58,210,486,32
17088,2074,5503,686,7146,2530,6164,14187,1834
17089,203,499,55,571,194,580,1164,176
17090,260,669,61,849,237,737,1631,128
17091,566,1449,200,1908,728,1696,3795,511
17092,2307,7029,1150,8330,2881,7843,16821,2010
17093,109,234,36,297,61,235,562,22
17094,111,284,32,306,90,271,607,36
17095,107,224,11,186,32,147,377,9
17096,3814,9212,866,10773,3334,9509,21669,2241
17097,189,526,55,750,312,639,1476,197
17098,41,74,3,58,1,49,106,0
17099,413,1377,179,1773,716,1634,3486,536
17100,383,850,125,995,290,787,1978,139
17101,620,1339,134,1497,449,1259,3068,54
17102,777,2610,433,2719,873,2455,5412,654
17103,2327,5506,873,6512,2152,5716,13216,2034
17104,684,1774,171,2091,713,1881,4172,348
17105,118,332,18,334,90,296,656,16
17106,554,1358,193,1509,503,1358,3117,211
