CMN,dominio,anno,valore
22015,F,2019,205
22015,PF,2018,440
22015,PF,2019,435
22017,F,2018,652
22017,F,2019,654
22017,PF,2018,1500
22017,PF,2019,1493
22018,F,2018,187
22018,F,2019,189
22018,PF,2018,398
22018,PF,2019,387
22021,F,2018,310
22021,F,2019,306
22021,PF,2018,671
22021,PF,2019,660
22022,F,2018,2979
22022,F,2019,3022
22022,PF,2018,6902
22022,PF,2019,6933
22025,F,2018,1756
22025,F,2019,1766
22025,PF,2018,3944
22025,PF,2019,3954
22026,F,2018,123
22026,F,2019,125
22026,PF,2018,256
22026,PF,2019,257
22253,F,2018,1510
22253,F,2019,1519
22253,PF,2018,3607
22253,PF,2019,3612
22029,F,2018,321
22029,F,2019,321
22029,PF,2018,676
22029,PF,2019,684
22032,F,2018,603
22032,F,2019,600
22032,PF,2018,1367
22032,PF,2019,1356
22033,F,2018,463
22033,F,2019,467
22033,PF,2018,1107
22033,PF,2019,1108
22034,F,2018,1645
22034,F,2019,1658
22034,PF,2018,3831
22034,PF,2019,3863
22035,F,2018,817
22035,F,2019,830
22035,PF,2018,1927
22035,PF,2019,1957
22036,F,2018,322
22036,F,2019,318
22036,PF,2018,723
22036,PF,2019,716
22037,F,2018,614
22037,F,2019,631
22037,PF,2018,1461
22037,PF,2019,1501
22038,F,2018,729
22038,F,2019,731
22038,PF,2018,1459
22038,PF,2019,1468
22039,F,2018,818
22039,F,2019,824
22039,PF,2018,1900
22039,PF,2019,1897
22040,F,2018,267
22040,F,2019,275
22040,PF,2018,589
22040,PF,2019,587
22254,F,2018,1164
22254,F,2019,1162
22254,PF,2018,2619
22254,PF,2019,2584
22042,F,2018,419
22042,F,2019,418
22042,PF,2018,947
22042,PF,2019,959
22043,F,2018,209
22043,F,2019,213
22043,PF,2018,522
22043,PF,2019,523
22045,F,2018,120
22045,F,2019,120
22045,PF,2018,222
22045,PF,2019,224
22252,F,2018,1051
22252,F,2019,1057
22252,PF,2018,2440
22252,PF,2019,2430
22047,F,2018,1029
22047,F,2019,1040
22047,PF,2018,2334
22047,PF,2019,2327
22048,F,2018,662
22048,F,2019,658
22048,PF,2018,1197
22048,PF,2019,1188
22049,F,2018,428
22049,F,2019,432
22049,PF,2018,1045
22049,PF,2019,1060
22050,F,2018,1841
22050,F,2019,1852
22050,PF,2018,4118
22050,PF,2019,4122
22051,F,2018,467
22051,F,2019,474
22051,PF,2018,1097
22051,PF,2019,1119
22052,F,2018,277
22052,F,2019,279
22052,PF,2018,552
22052,PF,2019,546
22053,F,2018,1248
22053,F,2019,1281
22053,PF,2018,2902
22053,PF,2019,2968
22054,F,2018,103
22054,F,2019,102
22054,PF,2018,239
22054,PF,2019,235
22058,F,2018,293
22058,F,2019,295
22058,PF,2018,698
22058,PF,2019,697
22059,F,2018,206
22059,F,2019,205
22059,PF,2018,350
22059,PF,2019,353
22060,F,2018,133
22060,F,2019,134
22060,PF,2018,310
22060,PF,2019,311
22061,F,2018,1679
22061,F,2019,1687
22061,PF,2018,4000
22061,PF,2019,4031
22062,F,2018,3031
22062,F,2019,3047
22062,PF,2018,6838
22062,PF,2019,6850
22064,F,2018,436
22064,F,2019,437
22064,PF,2018,986
22064,PF,2019,994
22068,F,2018,287
22068,F,2019,294
22068,PF,2018,680
22068,PF,2019,680
22071,F,2018,172
22071,F,2019,171
22071,PF,2018,432
22071,PF,2019,428
22074,F,2018,510
22074,F,2019,513
22074,PF,2018,1217
22074,PF,2019,1226
22078,F,2018,263
22078,F,2019,262
22078,PF,2018,581
22078,PF,2019,583
22079,F,2018,2131
22079,F,2019,2172
22079,PF,2018,5055
22079,PF,2019,5105
22167,F,2018,1577
22167,F,2019,1606
22167,PF,2018,3859
22167,PF,2019,3902
22081,F,2018,422
22081,F,2019,425
22081,PF,2018,908
22081,PF,2019,908
22083,F,2018,474
22083,F,2019,464
22083,PF,2018,1100
22083,PF,2019,1069
22085,F,2018,192
22085,F,2019,193
22085,PF,2018,479
22085,PF,2019,494
22087,F,2018,1636
22087,F,2019,1622
22087,PF,2018,3144
22087,PF,2019,3139
22089,F,2018,526
22089,F,2019,523
22089,PF,2018,1323
22089,PF,2019,1317
22090,F,2018,164
22090,F,2019,161
22090,PF,2018,350
22090,PF,2019,342
22091,F,2018,193
22091,F,2019,193
22091,PF,2018,392
22091,PF,2019,396
22092,F,2018,1046
22092,F,2019,1049
22092,PF,2018,2550
22092,PF,2019,2556
22093,F,2018,337
22093,F,2019,343
22093,PF,2018,743
22093,PF,2019,742
22095,F,2018,962
22095,F,2019,961
22095,PF,2018,2149
22095,PF,2019,2122
22097,F,2018,518
22097,F,2019,518
22097,PF,2018,1179
22097,PF,2019,1163
22098,F,2018,1149
22098,F,2019,1157
22098,PF,2018,2768
22098,PF,2019,2768
22102,F,2018,570
22102,F,2019,599
22102,PF,2018,1147
22102,PF,2019,1172
22103,F,2018,3601
22103,F,2019,3621
22103,PF,2018,8958
22103,PF,2019,8982
22104,F,2018,3522
22104,F,2019,3531
22104,PF,2018,7961
22104,PF,2019,7970
22106,F,2018,351
22106,F,2019,351
22106,PF,2018,810
22106,PF,2019,805
22108,F,2018,344
22108,F,2019,341
22108,PF,2018,857
22108,PF,2019,875
22109,F,2018,137
22109,F,2019,133
22109,PF,2018,263
22109,PF,2019,263
22110,F,2018,986
22110,F,2019,989
22110,PF,2018,2144
22110,PF,2019,2146
22112,F,2018,67
22112,F,2019,68
22112,PF,2018,138
22112,PF,2019,141
22113,F,2018,258
22113,F,2019,260
22113,PF,2018,581
22113,PF,2019,587
22114,F,2018,394
22114,F,2019,399
22114,PF,2018,883
22114,PF,2019,896
22115,F,2018,700
22115,F,2019,694
22115,PF,2018,1608
22115,PF,2019,1602
22116,F,2018,2332
22116,F,2019,2345
22116,PF,2018,5454
22116,PF,2019,5505
22117,F,2018,3078
22117,F,2019,3120
22117,PF,2018,7072
22117,PF,2019,7111
22118,F,2018,1207
22118,F,2019,1209
22118,PF,2018,2656
22118,PF,2019,2642
22120,F,2018,524
22120,F,2019,523
22120,PF,2018,1116
22120,PF,2019,1116
22123,F,2018,4272
22123,F,2019,4334
22123,PF,2018,9828
22123,PF,2019,9875
22124,F,2018,1279
22124,F,2019,1285
22124,PF,2018,2815
22124,PF,2019,2842
22251,F,2018,1257
22251,PF,2018,3106
22127,F,2018,888
22127,F,2019,885
22127,PF,2018,2102
22127,PF,2019,2079
22128,F,2018,531
22128,F,2019,526
22128,PF,2018,1252
22128,PF,2019,1254
22129,F,2018,443
22129,F,2019,448
22129,PF,2018,1083
22129,PF,2019,1096
22130,F,2018,331
22130,F,2019,332
22130,PF,2018,795
22130,PF,2019,795
22131,F,2018,378
22131,F,2019,377
22131,PF,2018,846
22131,PF,2019,840
22133,F,2018,95
22133,F,2019,96
22133,PF,2018,169
22133,PF,2019,165
22134,F,2018,363
22134,F,2019,366
22134,PF,2018,838
22134,PF,2019,837
22135,F,2018,470
22135,F,2019,468
22135,PF,2018,1004
22135,PF,2019,1002
22136,F,2018,838
22136,F,2019,826
22136,PF,2018,1854
22136,PF,2019,1835
22137,F,2018,379
22137,F,2019,382
22137,PF,2018,753
22137,PF,2019,752
22138,F,2018,170
22138,F,2019,184
22138,PF,2018,383
22138,PF,2019,400
22139,F,2018,9176
22139,F,2019,9277
22139,PF,2018,21333
22139,PF,2019,21448
22142,F,2018,336
22142,F,2019,331
22142,PF,2018,650
22142,PF,2019,635
22143,F,2018,1389
22143,F,2019,1388
22143,PF,2018,3042
22143,PF,2019,3035
22144,F,2018,1013
22144,F,2019,1020
22144,PF,2018,2478
22144,PF,2019,2458
22147,F,2018,1987
22147,F,2019,2019
22147,PF,2018,4458
22147,PF,2019,4485
22150,F,2018,616
22150,F,2019,617
22150,PF,2018,1345
22150,PF,2019,1343
22153,F,2018,7845
22153,F,2019,7859
22153,PF,2018,17701
22153,PF,2019,17771
22155,F,2018,617
22155,F,2019,623
22155,PF,2018,1400
22155,PF,2019,1406
22156,F,2018,1244
22156,F,2019,1247
22156,PF,2018,2885
22156,PF,2019,2875
22157,F,2018,191
22157,F,2019,196
22157,PF,2018,451
22157,PF,2019,463
22159,F,2018,201
22159,F,2019,211
22159,PF,2018,426
22159,PF,2019,438
22160,F,2018,711
22160,F,2019,703
22160,PF,2018,1685
22160,PF,2019,1652
22161,F,2018,17561
22161,F,2019,17744
22161,PF,2018,39217
22161,PF,2019,39479
22162,F,2018,221
22162,F,2019,217
22162,PF,2018,415
22162,PF,2019,412
22163,F,2018,350
22163,F,2019,361
22163,PF,2018,804
22163,PF,2019,809
22164,F,2018,86
22164,F,2019,84
22164,PF,2018,185
22164,PF,2019,181
22165,F,2018,230
22165,F,2019,230
22165,PF,2018,554
22165,PF,2019,559
22168,F,2018,477
22168,F,2019,469
22168,PF,2018,1143
22168,PF,2019,1133
22169,F,2018,394
22169,F,2019,397
22169,PF,2018,920
22169,PF,2019,907
22170,F,2018,331
22170,F,2019,331
22170,PF,2018,807
22170,PF,2019,795
22171,F,2018,591
22171,F,2019,578
22171,PF,2018,1410
22171,PF,2019,1403
22172,F,2018,606
22172,F,2019,600
22172,PF,2018,1452
22172,PF,2019,1431
22173,F,2018,156
22173,F,2019,157
22173,PF,2018,372
22173,PF,2019,375
22176,F,2018,277
22176,F,2019,275
22176,PF,2018,699
22176,PF,2019,689
22177,F,2018,373
22177,F,2019,373
22177,PF,2018,828
22177,PF,2019,807
22179,F,2018,550
22179,F,2019,553
22179,PF,2018,1225
22179,PF,2019,1222
22180,F,2018,524
22180,F,2019,529
22180,PF,2018,1262
22180,PF,2019,1265
22181,F,2018,296
22181,F,2019,299
22181,PF,2018,708
22181,PF,2019,705
22182,F,2018,522
22182,F,2019,535
22182,PF,2018,1175
22182,PF,2019,1202
22183,F,2018,1860
22183,F,2019,1871
22183,PF,2018,4560
22183,PF,2019,4562
22184,F,2018,286
22184,F,2019,294
22184,PF,2018,563
22184,PF,2019,587
22188,F,2018,806
22188,F,2019,795
22188,PF,2018,1874
22188,PF,2019,1849
22189,F,2018,274
22189,F,2019,269
22189,PF,2018,599
22189,PF,2019,591
22190,F,2018,460
22190,F,2019,474
22190,PF,2018,1015
22190,PF,2019,1053
22191,F,2018,894
22191,F,2019,909
22191,PF,2018,2009
22191,PF,2019,2006
22193,F,2018,367
22193,F,2019,365
22193,PF,2018,716
22193,PF,2019,710
22195,F,2018,298
22195,F,2019,307
22195,PF,2018,644
22195,PF,2019,648
22196,F,2018,1228
22196,F,2019,1259
22196,PF,2018,2919
22196,PF,2019,2945
22199,F,2018,1521
22199,F,2019,1540
22199,PF,2018,3648
22199,PF,2019,3667
22200,F,2018,545
22200,F,2019,553
22200,PF,2018,1321
22200,PF,2019,1322
22202,F,2018,295
22202,F,2019,301
22202,PF,2018,691
22202,PF,2019,686
22203,F,2018,622
22203,F,2019,625
22203,PF,2018,1474
22203,PF,2019,1479
22205,F,2018,53963
22205,F,2019,54486
22205,PF,2018,117157
22205,PF,2019,118068
22209,F,2018,250
22209,F,2019,249
22209,PF,2018,474
22209,PF,2019,466
22210,F,2018,632
22210,F,2019,636
22210,PF,2018,1334
22210,PF,2019,1331
22213,F,2018,787
22213,F,2019,794
22213,PF,2018,1845
22213,PF,2019,1824
22216,F,2018,91
22216,F,2019,87
22216,PF,2018,177
22216,PF,2019,175
22222,F,2018,1544
22222,F,2019,1550
22222,PF,2018,3795
22222,PF,2019,3768
22224,F,2018,1298
22224,F,2019,1300
22224,PF,2018,3025
22224,PF,2019,3031
22226,F,2018,738
22226,F,2019,755
22226,PF,2018,1754
22226,PF,2019,1775
22228,F,2018,1237
22228,F,2019,1235
22228,PF,2018,2956
22228,PF,2019,2935
22229,F,2018,2345
22229,F,2019,2360
22229,PF,2018,5277
22229,PF,2019,5271
22230,F,2018,2694
22230,F,2019,2741
22230,PF,2018,6621
22230,PF,2019,6654
22231,F,2018,715
22231,F,2019,718
22231,PF,2018,1564
22231,PF,2019,1569
22232,F,2018,529
22232,F,2019,526
22232,PF,2018,1176
22232,PF,2019,1166
22233,F,2018,978
22233,F,2019,976
22233,PF,2018,2134
22233,PF,2019,2108
22234,F,2018,640
22234,F,2019,633
22234,PF,2018,1422
22234,PF,2019,1419
22235,F,2018,681
22235,F,2019,684
22235,PF,2018,1612
22235,PF,2019,1611
22236,F,2018,2210
22236,F,2019,2220
22236,PF,2018,5111
22236,PF,2019,5115
22237,F,2018,219
22237,F,2019,223
22237,PF,2018,530
22237,PF,2019,543
22238,F,2018,833
22238,F,2019,831
22238,PF,2018,1984
22238,PF,2019,1969
22239,F,2018,311
22239,F,2019,314
22239,PF,2018,716
22239,PF,2019,718
22240,F,2018,1372
22240,F,2019,1388
22240,PF,2018,3281
22240,PF,2019,3273
22241,F,2018,913
22241,F,2019,924
22241,PF,2018,2238
22241,PF,2019,2238
22242,F,2018,613
22242,F,2019,612
22242,PF,2018,1393
22242,PF,2019,1386
22243,F,2018,1210
22243,F,2019,1213
22243,PF,2018,2918
22243,PF,2019,2905
22244,F,2018,761
22244,F,2019,761
22244,PF,2018,1808
22244,PF,2019,1793
22245,F,2018,2429
22245,F,2019,2434
22245,PF,2018,5383
22245,PF,2019,5346
22246,F,2018,1245
22246,F,2019,1256
22246,PF,2018,2931
22246,PF,2019,2909
22247,F,2018,628
22247,F,2019,621
22247,PF,2018,1407
22247,PF,2019,1404
22248,F,2018,2185
22248,F,2019,2200
22248,PF,2018,5113
22248,PF,2019,5135
22249,F,2018,2020
22249,F,2019,2024
22249,PF,2018,4840
22249,PF,2019,4812
22250,F,2018,1436
22250,F,2019,1458
22250,PF,2018,3544
22250,PF,2019,3571
22251,F,2019,1259
22251,PF,2019,3062
23001,F,2018,958
23001,F,2019,962
23001,PF,2018,2328
23001,PF,2019,2337
23002,F,2018,1962
23002,F,2019,1974
23002,PF,2018,5159
23002,PF,2019,5161
23003,F,2018,932
23003,F,2019,946
23003,PF,2018,2278
23003,PF,2019,2316
23004,F,2018,2398
23004,F,2019,2416
23004,PF,2018,6240
23004,PF,2019,6244
23005,F,2018,1074
23005,F,2019,1069
23005,PF,2018,2614
23005,PF,2019,2592
23006,F,2018,3385
23006,F,2019,3405
23006,PF,2018,7148
23006,PF,2019,7137
23007,F,2018,1238
23007,F,2019,1251
23007,PF,2018,3162
23007,PF,2019,3224
23008,F,2018,660
23008,F,2019,672
23008,PF,2018,1687
23008,PF,2019,1708
23009,F,2018,744
23009,F,2019,746
23009,PF,2018,1982
23009,PF,2019,1966
23010,F,2018,529
23010,F,2019,531
23010,PF,2018,1393
23010,PF,2019,1378
23011,F,2018,1553
23011,F,2019,1569
23011,PF,2018,3510
23011,PF,2019,3498
23012,F,2018,6298
23012,F,2019,6331
23012,PF,2018,15976
23012,PF,2019,15995
23013,F,2018,555
23013,F,2019,551
23013,PF,2018,1357
23013,PF,2019,1334
23014,F,2018,1100
23014,F,2019,1109
23014,PF,2018,2283
23014,PF,2019,2304
23015,F,2018,8257
23015,F,2019,8324
23015,PF,2018,20250
23015,PF,2019,20391
23016,F,2018,2774
23016,F,2019,2784
23016,PF,2018,6947
23016,PF,2019,6946
23017,F,2018,2973
23017,F,2019,3019
23017,PF,2018,7780
23017,PF,2019,7828
23018,F,2018,3619
23018,F,2019,3641
23018,PF,2018,8393
23018,PF,2019,8456
23019,F,2018,2236
23019,F,2019,2255
23019,PF,2018,5550
23019,PF,2019,5543
23020,F,2018,1460
23020,F,2019,1464
23020,PF,2018,3659
23020,PF,2019,3624
23021,F,2018,4791
23021,F,2019,4807
23021,PF,2018,11900
23021,PF,2019,11927
23022,F,2018,5363
23022,F,2019,5424
23022,PF,2018,13072
23022,PF,2019,13202
23023,F,2018,2502
23023,F,2019,2532
23023,PF,2018,5951
23023,PF,2019,5950
23024,F,2018,600
23024,F,2019,601
23024,PF,2018,1477
23024,PF,2019,1476
23025,F,2018,6779
23025,F,2019,6799
23025,PF,2018,16527
23025,PF,2019,16548
23026,F,2018,1039
23026,F,2019,1054
23026,PF,2018,2457
23026,PF,2019,2478
23027,F,2018,3254
23027,F,2019,3275
23027,PF,2018,8320
23027,PF,2019,8319
23028,F,2018,3409
23028,F,2019,3442
23028,PF,2018,8596
23028,PF,2019,8534
23029,F,2018,415
23029,F,2019,416
23029,PF,2018,1084
23029,PF,2019,1085
23030,F,2018,1635
23030,F,2019,1675
23030,PF,2018,3769
23030,PF,2019,3866
23031,F,2018,1020
23031,F,2019,1026
23031,PF,2018,2510
23031,PF,2019,2509
23032,F,2018,725
23032,F,2019,717
23032,PF,2018,1903
23032,PF,2019,1883
23033,F,2018,339
23033,F,2019,343
23033,PF,2018,736
23033,PF,2019,731
23034,F,2018,159
23034,F,2019,156
23034,PF,2018,239
23034,PF,2019,234
23035,F,2018,1656
23035,F,2019,1657
23035,PF,2018,4123
23035,PF,2019,4099
23036,F,2018,1861
23036,F,2019,1864
23036,PF,2018,4055
23036,PF,2019,4069
23037,F,2018,2108
23037,F,2019,2103
23037,PF,2018,5277
23037,PF,2019,5229
23038,F,2018,4283
23038,F,2019,4306
23038,PF,2018,10657
23038,PF,2019,10629
23039,F,2018,1971
23039,F,2019,1976
23039,PF,2018,5120
23039,PF,2019,5109
23040,F,2018,4537
23040,F,2019,4559
23040,PF,2018,11303
23040,PF,2019,11346
23041,F,2018,1256
23041,F,2019,1268
23041,PF,2018,3176
23041,PF,2019,3179
23042,F,2018,3379
23042,F,2019,3430
23042,PF,2018,8391
23042,PF,2019,8466
23043,F,2018,3136
23043,F,2019,3150
23043,PF,2018,6929
23043,PF,2019,6889
23044,F,2018,11346
23044,F,2019,11275
23044,PF,2018,25077
23044,PF,2019,25074
23045,F,2018,1624
23045,F,2019,1643
23045,PF,2018,3671
23045,PF,2019,3648
23046,F,2018,1235
23046,F,2019,1234
23046,PF,2018,3162
23046,PF,2019,3137
23047,F,2018,929
23047,F,2019,947
23047,PF,2018,2354
23047,PF,2019,2378
23048,F,2018,1767
23048,F,2019,1778
23048,PF,2018,4573
23048,PF,2019,4532
23049,F,2018,1632
23049,F,2019,1645
23049,PF,2018,4269
23049,PF,2019,4296
23050,F,2018,3327
23050,F,2019,3370
23050,PF,2018,8825
23050,PF,2019,8869
23051,F,2018,3083
23051,F,2019,3115
23051,PF,2018,7786
23051,PF,2019,7878
23052,F,2018,6914
23052,F,2019,6971
23052,PF,2018,16662
23052,PF,2019,16609
23053,F,2018,3408
23053,F,2019,3427
23053,PF,2018,8362
23053,PF,2019,8328
23054,F,2018,1355
23054,F,2019,1356
23054,PF,2018,3628
23054,PF,2019,3648
23055,F,2018,3936
23055,F,2019,3996
23055,PF,2018,9934
23055,PF,2019,10079
23056,F,2018,466
23056,F,2019,473
23056,PF,2018,1223
23056,PF,2019,1236
23057,F,2018,1304
23057,F,2019,1308
23057,PF,2018,3088
23057,PF,2019,3106
23058,F,2018,7022
23058,F,2019,7053
23058,PF,2018,17086
23058,PF,2019,17154
23059,F,2018,4868
23059,F,2019,4912
23059,PF,2018,10763
23059,PF,2019,10797
23060,F,2018,2849
23060,F,2019,2866
23060,PF,2018,7273
23060,PF,2019,7235
23061,F,2018,931
23061,F,2019,937
23061,PF,2018,2512
23061,PF,2019,2499
23062,F,2018,849
23062,F,2019,856
23062,PF,2018,2191
23062,PF,2019,2193
23063,F,2018,1431
23063,F,2019,1426
23063,PF,2018,3790
23063,PF,2019,3752
23064,F,2018,2259
23064,F,2019,2259
23064,PF,2018,5876
23064,PF,2019,5816
23065,F,2018,1020
23065,F,2019,1019
23065,PF,2018,2637
23065,PF,2019,2599
23066,F,2018,582
23066,F,2019,588
23066,PF,2018,1587
23066,PF,2019,1588
23067,F,2018,851
23067,F,2019,863
23067,PF,2018,2086
23067,PF,2019,2082
23068,F,2018,1419
23068,F,2019,1424
23068,PF,2018,3770
23068,PF,2019,3784
23069,F,2018,8173
23069,F,2019,8256
23069,PF,2018,20671
23069,PF,2019,20714
23070,F,2018,1854
23070,F,2019,1869
23070,PF,2018,5025
23070,PF,2019,4975
23071,F,2018,10559
23071,F,2019,10588
23071,PF,2018,24884
23071,PF,2019,24875
23072,F,2018,1620
23072,F,2019,1622
23072,PF,2018,4011
23072,PF,2019,4038
23073,F,2018,6371
23073,F,2019,6463
23073,PF,2018,15491
23073,PF,2019,15661
23074,F,2018,240
23074,F,2019,250
23074,PF,2018,559
23074,PF,2019,571
23075,F,2018,1152
23075,F,2019,1166
23075,PF,2018,2917
23075,PF,2019,2973
23076,F,2018,5163
23076,F,2019,5205
23076,PF,2018,12641
23076,PF,2019,12611
23077,F,2018,5020
23077,F,2019,5074
23077,PF,2018,11785
23077,PF,2019,11888
23078,F,2018,1027
23078,F,2019,1032
23078,PF,2018,2504
23078,PF,2019,2519
23079,F,2018,681
23079,F,2019,688
23079,PF,2018,1373
23079,PF,2019,1381
23080,F,2018,396
23080,F,2019,400
23080,PF,2018,889
23080,PF,2019,891
23081,F,2018,2954
23081,F,2019,2968
23081,PF,2018,7064
23081,PF,2019,7041
23082,F,2018,5898
23082,F,2019,5952
23082,PF,2018,14624
23082,PF,2019,14692
23083,F,2018,7264
23083,F,2019,7264
23083,PF,2018,17667
23083,PF,2019,17599
23084,F,2018,1193
23084,F,2019,1197
23084,PF,2018,3022
23084,PF,2019,2993
23085,F,2018,860
23085,F,2019,857
23085,PF,2018,2162
23085,PF,2019,2131
23086,F,2018,1510
23086,F,2019,1539
23086,PF,2018,3013
23086,PF,2019,3027
23087,F,2018,1895
23087,F,2019,1915
23087,PF,2018,4825
23087,PF,2019,4848
23088,F,2018,1024
23088,F,2019,1032
23088,PF,2018,2742
23088,PF,2019,2724
23089,F,2018,6366
23089,F,2019,6456
23089,PF,2018,15426
23089,PF,2019,15572
23090,F,2018,309
23090,F,2019,305
23090,PF,2018,768
23090,PF,2019,758
23091,F,2018,122838
23091,F,2019,123516
23091,PF,2018,254977
23091,PF,2019,255433
23092,F,2018,1873
23092,F,2019,1903
23092,PF,2018,5018
23092,PF,2019,5062
23093,F,2018,976
23093,F,2019,980
23093,PF,2018,2530
23093,PF,2019,2542
23094,F,2018,4023
23094,F,2019,4062
23094,PF,2018,10164
23094,PF,2019,10241
23095,F,2018,2345
23095,F,2019,2367
23095,PF,2018,5794
23095,PF,2019,5771
23096,F,2018,13703
23096,F,2019,13873
23096,PF,2018,33129
23096,PF,2019,33284
23097,F,2018,5823
23097,F,2019,5901
23097,PF,2018,14927
23097,PF,2019,15107
23098,F,2018,1786
23098,F,2019,1797
23098,PF,2018,4791
23098,PF,2019,4790
24001,F,2018,570
24001,F,2019,569
24001,PF,2018,1400
24001,PF,2019,1385
24002,F,2018,806
24002,F,2019,802
24002,PF,2018,2028
24002,PF,2019,2010
24003,F,2018,623
24003,F,2019,616
24003,PF,2018,1622
24003,PF,2019,1592
24004,F,2018,5152
24004,F,2019,5168
24004,PF,2018,11892
24004,PF,2019,11806
24005,F,2018,842
24005,F,2019,832
24005,PF,2018,2207
24005,PF,2019,2145
24006,F,2018,3087
24006,F,2019,3111
24006,PF,2018,7729
24006,PF,2019,7729
24007,F,2018,1338
24007,F,2019,1334
24007,PF,2018,3045
24007,PF,2019,3010
24008,F,2018,10586
24008,F,2019,10701
24008,PF,2018,25284
24008,PF,2019,25234
24009,F,2018,2913
24009,F,2019,2945
24009,PF,2018,6317
24009,PF,2019,6326
24010,F,2018,320
24010,F,2019,327
24010,PF,2018,860
24010,PF,2019,880
24012,F,2018,18870
24012,F,2019,18927
24012,PF,2018,41860
24012,PF,2019,41780
24013,F,2018,2584
24013,F,2019,2589
24013,PF,2018,6402
24013,PF,2019,6347
24014,F,2018,3408
24014,F,2019,3416
24014,PF,2018,8468
24014,PF,2019,8417
24015,F,2018,2506
24015,F,2019,2528
24015,PF,2018,6400
24015,PF,2019,6388
24016,F,2018,1211
24016,F,2019,1217
24016,PF,2018,3177
24016,PF,2019,3197
24017,F,2018,1574
24017,F,2019,1595
24017,PF,2018,3981
24017,PF,2019,4007
24018,F,2018,4486
24018,F,2019,4508
24018,PF,2018,11146
24018,PF,2019,11156
24019,F,2018,1041
24019,F,2019,1038
24019,PF,2018,2467
24019,PF,2019,2452
24020,F,2018,556
24020,F,2019,565
24020,PF,2018,1320
24020,PF,2019,1327
24021,F,2018,4239
24021,F,2019,4287
24021,PF,2018,11090
24021,PF,2019,11119
24022,F,2018,662
24022,F,2019,669
24022,PF,2018,1682
24022,PF,2019,1682
24125,F,2018,2202
24125,PF,2018,4993
24024,F,2018,1484
24024,F,2019,1493
24024,PF,2018,3598
24024,PF,2019,3571
24025,F,2018,1399
24025,F,2019,1399
24025,PF,2018,3733
24025,PF,2019,3739
24026,F,2018,5874
24026,F,2019,6003
24026,PF,2018,14645
24026,PF,2019,14814
24027,F,2018,1124
24027,F,2019,1123
24027,PF,2018,2899
24027,PF,2019,2880
24028,F,2018,2452
24028,F,2019,2494
24028,PF,2018,6101
24028,PF,2019,6124
24029,F,2018,4911
24029,F,2019,4964
24029,PF,2018,12584
24029,PF,2019,12555
24030,F,2018,1080
24030,F,2019,1076
24030,PF,2018,2491
24030,PF,2019,2483
24032,F,2018,1306
24032,F,2019,1292
24032,PF,2018,3189
24032,PF,2019,3120
24127,F,2018,2086
24127,PF,2018,4691
24034,F,2018,4856
24034,F,2019,4873
24034,PF,2018,11914
24034,PF,2019,11837
24035,F,2018,3145
24035,F,2019,3185
24035,PF,2018,7656
24035,PF,2019,7669
24036,F,2018,4735
24036,F,2019,4766
24036,PF,2018,11234
24036,PF,2019,11215
24037,F,2018,541
24037,F,2019,551
24037,PF,2018,1289
24037,PF,2019,1292
24038,F,2018,5674
24038,F,2019,5743
24038,PF,2018,13775
24038,PF,2019,13785
24039,F,2018,826
24039,F,2019,815
24039,PF,2018,1607
24039,PF,2019,1580
24040,F,2018,1479
24040,F,2019,1491
24040,PF,2018,3681
24040,PF,2019,3689
24041,F,2018,299
24041,F,2019,290
24041,PF,2018,692
24041,PF,2019,682
24042,F,2018,1115
24042,F,2019,1109
24042,PF,2018,2391
24042,PF,2019,2391
24043,F,2018,1365
24043,F,2019,1402
24043,PF,2018,3341
24043,PF,2019,3362
24044,F,2018,322
24044,F,2019,325
24044,PF,2018,841
24044,PF,2019,838
24046,F,2018,1705
24046,F,2019,1728
24046,PF,2018,4271
24046,PF,2019,4284
24047,F,2018,1492
24047,F,2019,1484
24047,PF,2018,3751
24047,PF,2019,3747
24048,F,2018,4042
24048,F,2019,4114
24048,PF,2018,9975
24048,PF,2019,10038
24049,F,2018,63
24049,F,2019,60
24049,PF,2018,133
24049,PF,2019,127
24050,F,2018,102
24050,F,2019,98
24050,PF,2018,194
24050,PF,2019,192
24051,F,2018,2277
24051,F,2019,2306
24051,PF,2018,5563
24051,PF,2019,5556
24052,F,2018,6408
24052,F,2019,6418
24052,PF,2018,15932
24052,PF,2019,15771
24053,F,2018,1535
24053,F,2019,1548
24053,PF,2018,3650
24053,PF,2019,3631
24055,F,2018,5952
24055,F,2019,5984
24055,PF,2018,14686
